,Name,R,2B,3B,HR,BB,IBB,SO,BA,OBP,SLG,OPS,bbType_flyBall,bbType_groundBall,bbType_lineDrive,bbType_popUp,2BperPA,3BperPA,HRperPA,BBperPA,IBBperPA,SOperPA,launch_speed_mean,launch_angle_mean,p1,p2,p3,p4
106,Rajai Davis,604,214,41,61,244,4,814,0.261,0.308,0.38,0.688,0.21596783457782884,0.4695577254451465,0.21453187823090172,0.09994256174612293,0.04894784995425434,0.009377859103385178,0.013952424519670631,0.055809698078682524,0.0009149130832570906,0.18618481244281795,86.05344827586204,12.63409961685824,-1.9037689890692857,-1.2343411721671311,-0.6505156302503173,3.2032926040079497
107,Alejandro De Aza,353,123,31,51,219,12,585,0.262,0.329,0.401,0.7290000000000001,0.2502477700693756,0.44202180376610506,0.2527254707631318,0.05500495540138752,0.04522058823529412,0.011397058823529413,0.01875,0.08051470588235295,0.004411764705882353,0.21507352941176472,87.09796380090498,15.43891402714932,-1.9187077766694431,-1.2821145703458694,-0.7078116698578208,3.213833148896924
108,David DeJesus,429,177,39,68,327,9,554,0.271,0.344,0.41,0.754,0.2594582493843743,0.4658607566599508,0.2131184239982091,0.06156256995746586,0.047644683714670254,0.01049798115746972,0.018304172274562585,0.08802153432032303,0.002422611036339165,0.14912516823687752,86.8272340425532,12.680851063829785,-1.9071443947120439,-1.267734019464131,-0.6682142361721977,3.215596621165074
109,Paul DeJong,237,88,3,77,136,4,446,0.251,0.319,0.455,0.774,0.2764158918005072,0.3406593406593407,0.2688081149619611,0.1132713440405748,0.049689440993788817,0.0016939582156973462,0.043478260869565216,0.07679277244494635,0.002258610954263128,0.2518351214003388,87.71830742659759,18.740932642487046,-1.94684566063006,-1.2957186549417277,-0.7413684976618926,3.208962006370131
110,Chris Denorfia,267,94,17,39,170,7,378,0.271,0.328,0.392,0.721,0.17554683118339875,0.5816040381379697,0.20302860347728546,0.03982052720134605,0.042323277802791534,0.0076542098153984705,0.017559657811796487,0.07654209815398469,0.0031517334533993696,0.17019360648356596,88.34871794871793,6.532051282051282,-1.9414097873490193,-1.2298338719080713,-0.6058911534570741,3.321649831397162
112,Daniel Descalso,326,126,25,48,303,28,600,0.235,0.32,0.362,0.6829999999999999,0.2363013698630137,0.4481409001956947,0.24217221135029354,0.07289628180039139,0.043553404770134814,0.008641548565502939,0.01659177324576564,0.10473556861389563,0.00967853439336329,0.20739716557207047,87.93804004214962,13.732067510548525,-1.9518228722751343,-1.274139697326137,-0.7009060126870983,3.2463242463619255
113,Delino DeShields,298,76,19,18,202,1,476,0.246,0.326,0.34,0.6659999999999999,0.188353702372394,0.5240833932422717,0.22429906542056074,0.06326383896477354,0.03696498054474708,0.00924124513618677,0.008754863813229572,0.09824902723735407,0.00048638132295719845,0.2315175097276265,84.83220205209155,9.941594317284926,-1.89257546722175,-1.200133375913009,-0.6475769439241115,3.154010397907483
114,Ian Desmond,724,277,37,181,387,13,1402,0.263,0.315,0.4270000000000001,0.742,0.19764649375600385,0.5273775216138329,0.2149375600384246,0.06003842459173873,0.046601615074024216,0.006224764468371467,0.030450874831763126,0.06510767160161507,0.002187079407806191,0.23586810228802155,90.17768860353131,4.146602461209203,-1.9975311249644672,-1.2126114303170399,-0.5821006245501308,3.4047329524726333
115,Rafael Devers,254,108,5,74,117,16,364,0.279,0.332,0.498,0.83,0.21785421785421785,0.4660114660114661,0.2391482391482392,0.07698607698607697,0.06428571428571428,0.002976190476190476,0.04404761904761905,0.06964285714285715,0.009523809523809523,0.21666666666666667,91.69625623960066,10.324459234608986,-2.0251987294385265,-1.2888546344309744,-0.6447737519365491,3.4175629809198713
116,Corey Dickerson,400,195,30,122,183,27,654,0.284,0.327,0.4970000000000001,0.8240000000000001,0.2307692307692308,0.3999125874125874,0.28277972027972026,0.08610139860139861,0.062439961575408265,0.009606147934678195,0.039065001601024656,0.05859750240153699,0.008645533141210375,0.20941402497598466,87.79178390545864,15.084507042253525,-1.9465416656481513,-1.2542481121129259,-0.673049299360437,3.2425933768978457
117,Derek Dietrich,318,107,21,84,181,14,576,0.245,0.335,0.428,0.762,0.2427958307786634,0.4003678724708768,0.2611894543225015,0.0956468424279583,0.04257859132510943,0.008356545961002786,0.033426183844011144,0.07202546756864306,0.0055710306406685246,0.22920811778750494,86.58763118440781,15.913728432108028,-1.917575081565898,-1.252547504628838,-0.7031846477170555,3.189287959648493
119,Josh Donaldson,666,228,12,225,575,19,909,0.272,0.369,0.508,0.877,0.2456473567584679,0.4343146565368788,0.2367837923393479,0.08325419436530547,0.04980340760157274,0.002621231979030144,0.0491480996068152,0.1256006989951944,0.004150283966797728,0.19855832241153346,92.03671548117157,12.551489806586511,-2.03786873811117,-1.3224818985645075,-0.7081378699159165,3.385281460097061
121,Brian Dozier,664,231,21,192,488,18,973,0.244,0.325,0.441,0.767,0.2874743326488706,0.3839835728952772,0.21560574948665293,0.11293634496919915,0.047142857142857146,0.004285714285714286,0.03918367346938775,0.09959183673469388,0.0036734693877551023,0.19857142857142854,87.59857863365428,18.321870701513067,-1.927824462471407,-1.3219207828366504,-0.7448234075166983,3.1960497541800854
123,Stephen Drew,478,217,52,106,361,24,776,0.25,0.317,0.425,0.742,0.3266039823008849,0.3711283185840708,0.21211283185840707,0.09015486725663716,0.05329076620825148,0.012770137524557957,0.02603143418467584,0.08865422396856583,0.005893909626719057,0.1905697445972495,87.33381147540985,18.022540983606557,-1.9137591510958325,-1.3270331045223456,-0.732785178876873,3.1959035355385246
124,Brandon Drury,154,97,4,47,95,3,353,0.248,0.29600000000000004,0.411,0.7070000000000001,0.17783505154639176,0.4785223367697594,0.26374570446735396,0.07989690721649484,0.05987654320987655,0.0024691358024691358,0.029012345679012345,0.05864197530864197,0.001851851851851852,0.21790123456790125,87.75178105994786,10.185056472632494,-1.959461668024358,-1.2143964544803527,-0.6221771448399799,3.277474640608745
125,Lucas Duda,387,171,4,156,394,33,879,0.239,0.334,0.448,0.782,0.33713784021071114,0.3261633011413521,0.2559262510974539,0.08077260755048288,0.0477520245741413,0.0011170064227869311,0.043563250488690315,0.1100251326445127,0.00921530298799218,0.2454621614074281,90.41478016838164,19.246959775491113,-1.9904807627999246,-1.36704366942081,-0.7806962909782904,3.2964532058157734
126,Matt Duffy,194,74,9,22,120,1,285,0.282,0.338,0.38,0.718,0.16297935103244834,0.5361356932153393,0.27359882005899705,0.027286135693215342,0.04178430265386787,0.005081874647092038,0.012422360248447204,0.06775832862789384,0.000564652738565782,0.16092603049124787,87.33548895899055,6.311514195583596,-1.9427889615558822,-1.1757948874842845,-0.5909753911530555,3.293015534175764
128,Adam Duvall,276,104,10,113,148,6,590,0.233,0.293,0.468,0.7609999999999999,0.3131170662905501,0.3236953455571227,0.2447108603667137,0.11777150916784206,0.047926267281106,0.004608294930875576,0.05207373271889401,0.06820276497695853,0.002764976958525345,0.271889400921659,88.4527675276753,21.357195571955717,-1.939743074793931,-1.346792376939345,-0.7771684121809276,3.2210796297948177
129,Jarrod Dyson,370,76,36,21,232,8,444,0.246,0.317,0.334,0.6509999999999999,0.15742128935532235,0.5687156421789106,0.1979010494752624,0.07596201899050475,0.028326500186358555,0.013417815877748788,0.007827059262020127,0.08647036898993664,0.002981736861721953,0.1654863958255684,83.59210747271202,8.188077246011755,-1.8523099383266834,-1.1619107047711608,-0.6117265253755846,3.123896756584965
130,Adam Eaton,528,157,44,60,324,5,608,0.282,0.36,0.416,0.775,0.17258124766529698,0.5353007097497199,0.2379529323870004,0.05416511019798281,0.04334621755935947,0.012147984538928768,0.016565433462175594,0.0894533406957482,0.0013804527885146328,0.16786305908337934,88.1862361037586,8.877118644067796,-1.954535719384492,-1.2286498157481507,-0.6351082575547357,3.2907095574733223
131,A.J. Ellis,194,82,3,44,280,22,414,0.239,0.34,0.35200000000000004,0.693,0.2461538461538461,0.4646153846153846,0.2301538461538461,0.059076923076923075,0.03560573165436387,0.0013026487190620929,0.01910551454624403,0.121580547112462,0.009552757273122015,0.17976552323056882,87.62750491159136,12.447937131630649,-1.9398290843793693,-1.2691224132606396,-0.6955838522583536,3.2381733541603834
133,Jacoby Ellsbury,729,234,46,101,391,19,722,0.282,0.341,0.415,0.7559999999999999,0.21791880541297245,0.483434437704153,0.2221185254316379,0.07489500699953336,0.04458841463414634,0.008765243902439025,0.01924542682926829,0.07450457317073171,0.003620426829268293,0.13757621951219512,86.40026572187776,10.88042515500443,-1.9055507223154253,-1.2242720544789574,-0.6362195666440555,3.2183577726195844
134,Edwin Encarnacion,948,296,8,384,803,45,1202,0.258,0.35,0.505,0.855,0.28655578655578656,0.3671171171171171,0.2243589743589744,0.1217948717948718,0.043117261471230885,0.001165331391114348,0.05593590677348871,0.11697013838310268,0.006554989075018208,0.1750910415149308,89.82901318781265,17.711232378353802,-1.97645632517678,-1.3355991081128695,-0.7526359886662527,3.271945019122387
135,Alcides Escobar,605,224,54,41,231,17,776,0.258,0.293,0.343,0.636,0.2131628589394257,0.4950744078809474,0.22301404317753093,0.06874869000209599,0.039284461592423714,0.009470361276745002,0.007190459487898983,0.04051210101718696,0.002981410031567871,0.13609259908803928,84.30698019801982,10.769801980198018,-1.8526066282156908,-1.1892801489905338,-0.6148907857040896,3.1636964117729076
136,Eduardo Escobar,426,189,32,110,245,21,712,0.257,0.308,0.43,0.7390000000000001,0.2836484983314794,0.38338895068594736,0.2617723396366333,0.07119021134593992,0.05148460909833832,0.008716970852628712,0.0299645873059112,0.06673930809043857,0.005720512122037592,0.19395260147098886,86.8816042267051,17.26910139356079,-1.9093315285583379,-1.2865133848095323,-0.7107857983196063,3.1971737677112135
137,Yunel Escobar,635,233,12,85,482,15,640,0.28,0.348,0.382,0.73,0.20698412698412694,0.5612698412698413,0.1995767195767196,0.03216931216931217,0.041607142857142856,0.002142857142857143,0.015178571428571428,0.08607142857142858,0.002678571428571429,0.11428571428571427,89.37730673316706,2.950955943474647,-1.9690872095212912,-1.2102101441925353,-0.5676759761103806,3.383102101008811
138,Danny Espinosa,367,139,12,98,242,32,943,0.221,0.297,0.378,0.675,0.2446861097380129,0.4661393969352447,0.20217498764211567,0.08699950568462679,0.04254667891031527,0.003673094582185491,0.02999693908784818,0.07407407407407407,0.009794918885827977,0.2886440159167432,88.17952646239553,14.302228412256268,-1.9374617035131745,-1.299350549537886,-0.7058273313335818,3.2641691412635603
139,Andre Ethier,541,251,25,138,439,54,793,0.282,0.359,0.463,0.8220000000000001,0.2895,0.42575,0.23175,0.053,0.05605180884323359,0.005582849486377847,0.03081732916480572,0.098034836980795,0.01205895489057615,0.17708798570790532,86.35523560209425,11.612565445026178,-1.906387671242999,-1.244073257461217,-0.647598720476983,3.1957572445079503
140,Prince Fielder,669,247,7,239,696,138,892,0.28300000000000003,0.385,0.495,0.88,0.2828012358393409,0.4280123583934088,0.2160659114315139,0.07291452111225541,0.045221530574880986,0.001281581838154522,0.04375686561699011,0.12742585133650675,0.025265470523617724,0.1633101428048334,90.17817955112218,9.981296758104738,-1.9878256540756694,-1.2754441314775344,-0.6626327571662108,3.3387620467956167
142,Wilmer Flores,275,125,3,89,133,7,328,0.268,0.31,0.439,0.75,0.25084910237748664,0.3852498786996604,0.2610383309073265,0.10286268801552644,0.04982064567556795,0.0011956954962136306,0.03547229972100439,0.053009166998804313,0.002789956157831805,0.13072937425269032,86.86019585253456,16.534562211981562,-1.912575801494648,-1.2601325026609256,-0.6864900227925904,3.208939835571598
143,Tyler Flowers,267,111,5,86,227,6,852,0.237,0.319,0.391,0.71,0.2337423312883436,0.4484662576687117,0.2478527607361964,0.06993865030674846,0.03998559077809798,0.0018011527377521613,0.030979827089337175,0.08177233429394813,0.0021613832853025943,0.3069164265129683,90.70424300867887,12.163934426229508,-2.011686915955041,-1.2942468090482375,-0.7027798405380765,3.3703721346636475
144,Logan Forsythe,389,150,13,71,343,9,757,0.244,0.326,0.369,0.695,0.2744531572430871,0.4292199752373092,0.24473792818819645,0.051176227816756084,0.0423728813559322,0.0036723163841807906,0.02005649717514124,0.09689265536723164,0.002542372881355932,0.21384180790960453,88.7960736196319,13.080981595092025,-1.9623994069986146,-1.2900174105493845,-0.699943794324504,3.288559353581028
145,Dexter Fowler,814,253,82,127,739,16,1320,0.259,0.358,0.418,0.7759999999999999,0.2598001537279016,0.4386369459390213,0.2490392006149116,0.05252369971816551,0.04301989457575242,0.013943206937595648,0.021594966842373747,0.1256589015473559,0.0027206257439211018,0.2244516238734909,86.99945085118068,12.726523887973642,-1.9364036451919362,-1.2579911930897596,-0.6965392804705072,3.1976363655158333
147,Maikel Franco,302,126,4,110,189,39,427,0.252,0.304,0.433,0.737,0.19211136890951275,0.4626450116009281,0.23526682134570764,0.10997679814385153,0.04529115744069015,0.0014378145219266715,0.039539899352983465,0.06793673616103522,0.014018691588785048,0.15348670021567218,88.69699427480916,11.236164122137403,-1.9601016514755067,-1.2326746579677126,-0.6416510578492605,3.3043429627356184
148,Jeff Francoeur,418,197,20,98,208,34,761,0.253,0.297,0.396,0.693,0.2767501756029033,0.431046593303676,0.1936314680402716,0.09833762584874736,0.04918851435705368,0.004993757802746567,0.024469413233458182,0.05193508114856429,0.008489388264669164,0.19001248439450685,87.93698924731181,11.535483870967742,-1.930105796583998,-1.2602857517789448,-0.6441310539952309,3.2848390847145694
149,Adam Frazier,230,91,16,35,134,8,246,0.273,0.336,0.413,0.7490000000000001,0.20214285714285715,0.4542857142857143,0.2935714285714286,0.05,0.05044345898004435,0.008869179600886918,0.01940133037694013,0.07427937915742794,0.004434589800443459,0.13636363636363635,86.56924762600437,11.029218407596787,-1.927407035189956,-1.198398081000636,-0.6311463785845037,3.224636719646007
150,Todd Frazier,601,211,15,218,435,12,1079,0.242,0.319,0.448,0.767,0.26785714285714285,0.3696428571428572,0.25148809523809523,0.11071428571428572,0.0429822774495824,0.003055612140965573,0.044408229782032994,0.08861275208800162,0.002444489712772459,0.21980036667345693,88.73280943025541,19.13212180746562,-1.9562476588379583,-1.3242113921194794,-0.7597365995527959,3.2402534484008734
151,Freddie Freeman,849,342,23,240,691,87,1205,0.295,0.383,0.509,0.892,0.28112745098039216,0.3764705882352941,0.3044117647058823,0.03799019607843137,0.05733445096395641,0.0038558256496228,0.040234702430846606,0.11584241408214585,0.014585079631181894,0.20201173512154236,90.31768587769469,15.213814342278926,-2.0026818217724824,-1.3090820188987773,-0.7190883297572443,3.315871983953295
152,David Freese,481,197,7,113,370,11,974,0.277,0.35100000000000003,0.423,0.775,0.19203509956125547,0.5376307796152549,0.24333445831927106,0.0269996625042187,0.0465831165760227,0.001655237644833294,0.02672026483802317,0.0874911326554741,0.002601087727595176,0.23031449515251834,90.0012718600954,5.332273449920509,-1.9977222700086328,-1.2273798352979572,-0.6068549591856381,3.3845909427776357
155,Joey Gallo,262,68,6,120,250,14,672,0.208,0.327,0.499,0.825,0.3557919621749409,0.3026004728132388,0.2352245862884161,0.10638297872340426,0.0380952380952381,0.0033613445378151267,0.06722689075630252,0.1400560224089636,0.007843137254901959,0.3764705882352941,93.12126642771807,22.316606929510154,-2.0469884894383252,-1.4447658503905583,-0.8659401193231087,3.3519673182878944
156,Freddy Galvis,383,156,26,95,214,14,775,0.247,0.292,0.385,0.677,0.2506168487839267,0.4205146281283045,0.2520267888614734,0.07684173422629538,0.040593286494925836,0.0067655477491543065,0.024720270621909967,0.055685662243039294,0.0036429872495446266,0.20166536559979184,87.26706638115633,14.210706638115633,-1.9214698540633717,-1.2549688467544096,-0.6822026426841693,3.241453307399824
157,Avisail Garcia,385,123,16,98,200,16,756,0.271,0.324,0.422,0.746,0.19217238346525944,0.5167106420404574,0.2458223394898857,0.04529463500439754,0.038033395176252316,0.004947433518862091,0.030303030303030307,0.061842918985776124,0.004947433518862091,0.23376623376623376,89.59840764331209,7.785145888594164,-1.9753009312392957,-1.2309942437422554,-0.6271383238416564,3.3669779363160637
158,Leury Garcia,192,55,11,26,61,1,388,0.257,0.293,0.36,0.653,0.15752828546562228,0.5543951261966927,0.2550043516100957,0.033072236727589216,0.034097954122752634,0.006819590824550527,0.016119032858028518,0.03781773093614383,0.0006199628022318662,0.24054556726596404,87.33368644067797,5.716101694915254,-1.93200952362583,-1.1711631678024732,-0.5863480285936171,3.3107686890591896
159,Brett Gardner,896,235,69,129,639,6,1146,0.259,0.343,0.401,0.743,0.2148816234498309,0.4910935738444194,0.22187147688838785,0.07215332581736189,0.03818654533636659,0.011212219694507638,0.020961975950601237,0.10383490412739682,0.0009749756256093598,0.18622034449138766,87.37977381470203,10.519147084421236,-1.9370954306603831,-1.2389502059323036,-0.6620382020808669,3.239683021214806
160,Evan Gattis,299,116,12,139,167,18,575,0.248,0.3,0.476,0.775,0.25743589743589745,0.4112820512820513,0.2261538461538461,0.10512820512820513,0.04357625845229151,0.0045078888054094655,0.052216378662659664,0.06273478587528174,0.0067618332081142,0.2160030052592036,88.42521739130434,14.209420289855073,-1.9384629800482216,-1.2729052789336508,-0.6839157066407374,3.2690340779543727
161,Scooter Gennett,365,149,16,87,156,15,571,0.28600000000000003,0.327,0.449,0.7759999999999999,0.2146814404432133,0.4427516158818098,0.27516158818097874,0.06740535549399815,0.051185159738921335,0.005496392992098935,0.029886636894537962,0.05358983167296462,0.005152868430092753,0.1961525249055308,86.54958782498414,12.815355329949238,-1.916407484388626,-1.2207865803086828,-0.6483723682043124,3.220008253957572
163,Ryan Goins,154,71,12,22,108,1,371,0.228,0.278,0.333,0.611,0.17689822294022614,0.5468497576736672,0.21324717285945072,0.0630048465266559,0.04201183431952663,0.007100591715976331,0.01301775147928994,0.06390532544378698,0.0005917159763313611,0.2195266272189349,87.11770833333334,7.45,-1.9302137916734166,-1.2067502132784018,-0.6098810794650202,3.2753324479239807
164,Paul Goldschmidt,837,305,20,249,770,105,1268,0.293,0.392,0.522,0.914,0.2440244580322401,0.4230127848804892,0.2779321845469705,0.05447470817120623,0.05426080768546522,0.003558085749866572,0.04429816758583882,0.136986301369863,0.0186799501867995,0.22558263654154065,90.96684027777776,13.359809027777779,-2.0238249996430557,-1.3053728107545612,-0.7128401770796778,3.338647727518945
165,Jonny Gomes,332,102,5,104,281,15,721,0.241,0.332,0.422,0.754,0.35315682281059063,0.3120162932790224,0.2057026476578412,0.12912423625254582,0.03755522827687776,0.0018409425625920469,0.03829160530191458,0.10346097201767304,0.005522827687776143,0.2654639175257732,88.0513698630137,18.26027397260274,-1.9446592326484677,-1.3264502733514816,-0.7636128158602512,3.2143783611908874
166,Yan Gomes,320,143,7,103,166,12,716,0.246,0.298,0.422,0.72,0.2760338814150473,0.3861484803188839,0.2610861983059293,0.07673143996013951,0.04932735426008968,0.0024146257330113826,0.03552949292859607,0.05726112452569852,0.004139358399448086,0.24698171783373574,87.73335854765507,17.466717095310138,-1.928833410422263,-1.2998892054786022,-0.7218070470126944,3.2342173203312434
