,Name,R,2B,3B,HR,BB,IBB,SO,BA,OBP,SLG,OPS,bbType_flyBall,bbType_groundBall,bbType_lineDrive,bbType_popUp,2BperPA,3BperPA,HRperPA,BBperPA,IBBperPA,SOperPA,launch_speed_mean,launch_angle_mean,p1,p2,p3,p4
16,J.P. Arencibia,169,67,4,80,85,4,484,0.212,0.258,0.412,0.67,0.3460490463215259,0.3587647593097185,0.18710263396911891,0.1080835603996367,0.039715471250740965,0.002371072910491997,0.04742145820983995,0.05038529934795495,0.002371072910491997,0.2868998221695317,90.57083333333334,15.479166666666664,-1.969981613505642,-1.3441824641527547,-0.72407277550261,3.3536282950061276
17,Alex Avila,347,146,8,104,509,23,1031,0.235,0.348,0.394,0.742,0.2834722903384012,0.45512506130456104,0.23835213339872485,0.0230505149583129,0.04139495321803232,0.002268216614686702,0.02948681599092713,0.14431528210944145,0.00652112276722427,0.2923164162177488,90.69376,10.6224,-2.0131703469436504,-1.3131340813208419,-0.7119306860558244,3.3477686135171814
18,Mike Aviles,380,139,13,60,141,6,424,0.261,0.295,0.376,0.6709999999999999,0.2495288352808141,0.4621183565774595,0.19449679607990952,0.0938560120618168,0.04298082869511441,0.004019789734075447,0.01855287569573284,0.04359925788497217,0.0018552875695732839,0.1311069882498454,85.82251655629139,9.693156732891833,-1.8846569287831452,-1.2067402707522379,-0.6064634419162919,3.2224072270847244
19,Erick Aybar,620,250,44,57,275,18,630,0.272,0.315,0.375,0.69,0.20555555555555555,0.5418803418803418,0.1880341880341881,0.06431623931623931,0.04649432769202157,0.008183001673795797,0.01060070671378092,0.05114376046122373,0.003347591593825553,0.11716570578389435,84.71080835603995,6.747502270663032,-1.8612153662162574,-1.1745545050468107,-0.5662262615055551,3.1951657842235544
20,Javier Baez,371,142,17,118,128,30,769,0.264,0.304,0.473,0.777,0.22234099412079106,0.4788882950293961,0.2260823089257082,0.07268840192410475,0.05243722304283604,0.006277695716395864,0.04357459379615953,0.047267355982274745,0.011078286558345642,0.28397341211226,89.49062499999998,10.648584905660377,-1.9652570502703854,-1.263610648854539,-0.6443198694499189,3.3432072767448755
21,Jeff Baker,208,95,11,44,120,5,406,0.266,0.318,0.426,0.7440000000000001,0.2692020879940343,0.4690529455630127,0.21998508575689785,0.041759880686055184,0.05594817432273263,0.006478209658421673,0.02591283863368669,0.0706713780918728,0.0029446407538280327,0.2391048292108363,85.77234042553192,1.1702127659574468,-1.918141940209898,-1.1254767613491923,-0.5167260890495742,3.2493483242236616
23,Clint Barmes,301,155,11,70,174,24,593,0.243,0.294,0.379,0.6729999999999999,0.3151934570619692,0.3466498899024851,0.21044353570305127,0.1277131173324945,0.04982320797171328,0.0035358405657344907,0.02250080360012857,0.055930568948891035,0.007714561234329799,0.19061395049823207,83.62344827586206,20.69655172413793,-1.8355231112193429,-1.2843931056821987,-0.7299403771910425,3.060599723226331
24,Darwin Barney,297,117,15,31,155,11,349,0.246,0.294,0.341,0.635,0.2289156626506024,0.4810352521195895,0.2217759928603302,0.0678268630075859,0.042406669083001086,0.005436752446538601,0.011235955056179777,0.05617977528089888,0.003986951794128307,0.1264951069227981,84.23333333333333,11.367041198501873,-1.8529795089640066,-1.2004113662031153,-0.6243088122795519,3.148565104560478
25,Tucker Barnhart,178,94,6,44,217,34,402,0.248,0.326,0.3720000000000001,0.698,0.1935275080906149,0.4809061488673139,0.2776699029126213,0.04789644012944984,0.043258168430740915,0.002761159687068569,0.02024850437183617,0.09986194201564658,0.015646571560055222,0.1849976990335941,86.21089655172413,10.937241379310343,-1.9224537874638195,-1.2036809930842078,-0.6489882365258739,3.203739508353763
28,Jose Bautista,880,252,12,313,908,55,1136,0.249,0.368,0.4920000000000001,0.8590000000000001,0.2968912998122262,0.3911954934279157,0.19132067598581265,0.12059253077404547,0.04175642087821044,0.001988400994200497,0.051864125932062966,0.15045567522783762,0.009113504556752278,0.18823529411764706,90.69578146611342,17.082295988934995,-1.9964001229081447,-1.3660655442498284,-0.7698417465800149,3.2924962125978876
30,Gordon Beckham,420,187,7,80,266,6,671,0.237,0.3,0.3670000000000001,0.667,0.2747134670487106,0.4251432664756447,0.20522922636103152,0.0949140401146132,0.04943166798836902,0.001850383293682263,0.021147237642083004,0.07031456515992597,0.0015860428231562252,0.1773724557229712,86.26524822695036,12.72517730496454,-1.9047777623508027,-1.2507540291562165,-0.6577526157198843,3.2041622087721193
31,Tim Beckham,201,75,15,63,111,0,505,0.249,0.302,0.431,0.733,0.21409455842997324,0.4897413024085638,0.23639607493309545,0.05887600356824264,0.04283266704740148,0.008566533409480295,0.03597944031981725,0.0633923472301542,0.0,0.2884066247858367,87.84444444444445,9.808080808080806,-1.940499245716724,-1.2326944040611267,-0.6447771781088132,3.2771048869642914
32,Josh Bell,283,105,13,86,260,23,417,0.261,0.349,0.466,0.8140000000000001,0.2197875166002656,0.4960159362549801,0.2250996015936255,0.05909694555112883,0.04792332268370607,0.005933363760839799,0.03925148334094021,0.118667275216796,0.01049748973071657,0.1903240529438613,90.0717259905977,9.613163196776359,-1.9903374501459103,-1.2738769047471714,-0.6605112007880374,3.33670114544304
33,Cody Bellinger,325,98,14,123,258,45,447,0.273,0.364,0.547,0.911,0.2811459027315123,0.37175216522318455,0.25116588940706197,0.09526982011992004,0.04702495201535509,0.00671785028790787,0.059021113243762004,0.1238003838771593,0.02159309021113244,0.2144913627639156,90.41674576271187,17.334915254237288,-1.9896337576462877,-1.3329101302131487,-0.7510255525532201,3.2928309483842213
34,Brandon Belt,538,244,33,138,532,30,1021,0.263,0.35600000000000004,0.453,0.81,0.3071625344352617,0.3264462809917356,0.2916666666666667,0.0747245179063361,0.055454545454545465,0.0075,0.031363636363636364,0.12090909090909092,0.006818181818181818,0.2320454545454545,88.11575152523571,20.745978924015528,-1.960294206860615,-1.3367761718703337,-0.7834438149983814,3.192481789916783
35,Carlos Beltran,663,287,20,199,493,62,848,0.278,0.34600000000000003,0.476,0.8220000000000001,0.2830385015608741,0.4270291363163372,0.20187304890738814,0.08805931321540063,0.05501245926777842,0.003833620854897451,0.03814452750622963,0.09449875407322217,0.011884224650182094,0.1625455242476519,89.41174089068826,13.562753036437249,-1.9602104804922262,-1.310884114877297,-0.6848091555286279,3.3008072726618383
36,Adrian Beltre,824,344,13,260,439,68,812,0.299,0.35100000000000003,0.498,0.8490000000000001,0.2822779145222645,0.4134034459610651,0.22107854106063995,0.08324009845603042,0.05424156417533901,0.0020498265531378114,0.040996531062756233,0.06922106590980763,0.010722169662567014,0.1280353200883002,88.9905074626866,13.325970149253733,-1.9446138969949003,-1.287847632465128,-0.6636061425429224,3.300665480460759
37,Andrew Benintendi,279,119,13,51,221,9,400,0.273,0.353,0.435,0.789,0.2627450980392157,0.4111111111111111,0.2633986928104575,0.06274509803921569,0.05655893536121673,0.006178707224334601,0.02423954372623574,0.1050380228136882,0.0042775665399239545,0.19011406844106465,88.1361533377396,14.707865168539325,-1.9587786497802875,-1.2867609408935736,-0.7014171210010439,3.24238380037455
40,Mookie Betts,660,238,27,155,395,26,502,0.301,0.373,0.522,0.895,0.2704280155642023,0.3761348897535668,0.26297016861219197,0.09046692607003892,0.061419354838709674,0.006967741935483871,0.04,0.10193548387096774,0.006709677419354839,0.1295483870967742,90.35100207325502,15.987560469937804,-1.9979529577408344,-1.3174794495598783,-0.7108355554089419,3.3138223264224282
41,Charlie Blackmon,743,239,48,178,317,28,800,0.304,0.36,0.506,0.865,0.23268156424581005,0.4131284916201117,0.28854748603351954,0.06564245810055866,0.050284031138228484,0.010098884914790659,0.03745003155901536,0.06669471912476331,0.005891016200294551,0.1683147485798443,87.48608993902441,13.95846036585366,-1.9327428650812273,-1.2389280883481506,-0.6679625860749396,3.237071008683449
43,Gregor Blanco,394,118,39,26,363,21,661,0.255,0.338,0.348,0.687,0.20785123966942148,0.4892561983471074,0.23388429752066114,0.06900826446280993,0.03523439832785906,0.01164526724395342,0.0077635114959689455,0.10839056434756644,0.006270528515974918,0.19737234995521047,85.87389502762429,12.924033149171267,-1.9085833715808844,-1.2395491042246893,-0.6892300239867731,3.172512619231916
44,Willie Bloomquist,239,65,17,12,110,6,292,0.274,0.318,0.349,0.667,0.2263843648208469,0.5032573289902279,0.1958469055374593,0.0745114006514658,0.033522434244455904,0.008767405879319236,0.006188757091284167,0.056730273336771525,0.003094378545642084,0.15059308922124806,86.85384615384615,12.442307692307693,-1.897187186062432,-1.2608520637610066,-0.6657923381911769,3.245018838088304
45,Brennan Boesch,192,79,7,48,109,9,344,0.25,0.303,0.4,0.703,0.2644694533762058,0.4710610932475885,0.17282958199356913,0.09163987138263666,0.04611792177466433,0.004086398131932283,0.02802101576182137,0.06363105662580268,0.005253940455341506,0.20081727962638649,86.87321428571428,7.178571428571429,-1.9140817887403703,-1.2108982930347865,-0.5951955072794833,3.261367432568143
46,Xander Bogaerts,578,236,14,118,342,16,755,0.289,0.35100000000000003,0.454,0.805,0.22329162656400384,0.4600577478344562,0.233878729547642,0.08277189605389798,0.05681271064034665,0.003370245546461242,0.028406355320173327,0.08233028406355321,0.003851709195955705,0.18175252768415984,89.12283974114959,10.10582413399315,-1.980386704108808,-1.2513016952866263,-0.6389418856546668,3.3191772243931137
47,Emilio Bonifacio,354,94,33,13,211,4,602,0.256,0.312,0.333,0.645,0.1859903381642512,0.5748792270531401,0.18840579710144928,0.050724637681159424,0.032752613240418116,0.011498257839721254,0.0045296167247386755,0.0735191637630662,0.0013937282229965155,0.2097560975609756,85.0909090909091,10.494949494949497,-1.8662281512219667,-1.231646879627727,-0.6498232125336456,3.177645378517747
48,Justin Bour,206,71,2,92,218,26,447,0.253,0.337,0.457,0.794,0.20953870211102424,0.4652071931196247,0.24159499609069585,0.0836591086786552,0.036410256410256414,0.0010256410256410256,0.04717948717948718,0.1117948717948718,0.013333333333333334,0.22923076923076924,90.04256198347107,9.579818031430934,-1.999873467791096,-1.246516081981942,-0.6653504123328863,3.340146169306832
49,Peter Bourjos,284,91,37,43,134,7,562,0.237,0.293,0.376,0.669,0.20773549594510293,0.5396132252027449,0.16593886462882096,0.08671241422333126,0.03898886032562125,0.015852613538988862,0.01842330762639246,0.05741216795201371,0.002999143101970865,0.24078834618680375,86.82719449225473,9.471600688468158,-1.9026979351910864,-1.2388450979785781,-0.6338243853050294,3.247818003417213
50,Michael Bourn,647,188,66,35,431,11,1100,0.266,0.329,0.35700000000000004,0.6859999999999999,0.20304568527918784,0.5645204381512156,0.2033128506545552,0.029121025915041406,0.03630044410117783,0.0127437729291369,0.0067580614018150215,0.08322069897663642,0.0021239621548561497,0.212396215485615,85.36041666666667,8.817708333333334,-1.876943896108525,-1.2192395106346747,-0.6325725365537359,3.1914492929492737
51,Jackie Bradley Jr.,435,162,23,98,304,17,828,0.239,0.321,0.412,0.732,0.23386342376052385,0.4915809167446211,0.2146866230121609,0.059869036482694114,0.04937519049070405,0.007010057909174032,0.029868942395611095,0.09265467845169156,0.0051813471502590676,0.2523620847302652,89.82356902356901,9.888327721661057,-1.9841174596150075,-1.280825662010446,-0.6619930279645493,3.3411155073877263
52,Michael Brantley,655,303,21,114,419,34,573,0.297,0.354,0.44,0.794,0.20681044267877413,0.4758229284903519,0.2717366628830874,0.04562996594778662,0.0570944036178632,0.00395703787450537,0.02148106274731487,0.07895232711513096,0.006406632749199171,0.10797060486150367,89.24032961706253,9.785748909355307,-1.9771580953681733,-1.2407345052638656,-0.6261590721523325,3.334582229102694
53,Ryan Braun,989,382,43,318,557,55,1251,0.294,0.35700000000000004,0.525,0.882,0.2416867917518113,0.4714843024335872,0.2219951699795653,0.06464796581831693,0.055782710280373834,0.006279205607476635,0.04643691588785047,0.0813376168224299,0.008031542056074766,0.18268107476635514,91.05646506777893,7.0479666319082375,-2.005891782418988,-1.2541971246560935,-0.6100853739672878,3.405214672606452
54,Alex Bregman,365,152,12,105,309,7,343,0.28300000000000003,0.381,0.521,0.902,0.27899686520376177,0.34743991640543365,0.274294670846395,0.0992685475444096,0.06286186931348221,0.0049627791563275426,0.043424317617866005,0.12779156327543426,0.0028949545078577337,0.14185277088502896,88.64759894459104,17.435356200527707,-1.9771581253360262,-1.3052871097830687,-0.7292765929941264,3.221845500705147
55,Domonic Brown,188,73,9,54,138,13,317,0.246,0.305,0.405,0.71,0.2230828814872192,0.4601084430673896,0.23392718822618125,0.08288148721920993,0.04176201372997712,0.005148741418764302,0.030892448512585814,0.07894736842105263,0.007437070938215103,0.181350114416476,87.02266666666668,12.413333333333336,-1.92049789807137,-1.239817323978037,-0.663505295308479,3.228054862892377
56,Jay Bruce,836,311,32,318,595,71,1558,0.245,0.314,0.469,0.7829999999999999,0.3115893297466936,0.3779421654337593,0.2351490697153105,0.07509527011880744,0.04710693729172978,0.0048470160557406855,0.048167222053923056,0.09012420478642837,0.010754316873674643,0.2359890942138746,89.10604547975595,17.57737104825291,-1.9467584736681842,-1.3375511612287663,-0.7429979378370718,3.263454747032628
57,Kris Bryant,506,172,17,142,381,17,773,0.28,0.38,0.508,0.889,0.2975011786892975,0.3521923620933522,0.2654408297972655,0.08486562942008488,0.05289052890528905,0.005227552275522756,0.043665436654366535,0.11715867158671585,0.005227552275522756,0.23769987699877,87.91649189704479,19.057224606580828,-1.948856646527439,-1.323140606481476,-0.7613172412282259,3.1916842386654847
60,Billy Butler,554,299,3,139,473,54,784,0.29,0.355,0.441,0.795,0.24867846472075386,0.49046196276717996,0.2155826246839807,0.0452769478280855,0.05615023474178404,0.0005633802816901409,0.02610328638497653,0.0888262910798122,0.010140845070422537,0.1472300469483568,89.62735849056604,8.608490566037736,-1.9715709853358439,-1.269134773609404,-0.6259715426684004,3.351162290318593
61,Marlon Byrd,496,228,22,129,245,21,879,0.276,0.327,0.446,0.773,0.2487584650112867,0.4650112866817156,0.22325056433408572,0.06297968397291198,0.05409252669039146,0.005219454329774615,0.030604982206405694,0.05812574139976275,0.00498220640569395,0.2085409252669039,86.4473067915691,13.133489461358314,-1.8953643459380451,-1.259574286514685,-0.6568496382123219,3.210539518785398
62,Asdrubal Cabrera,822,371,26,185,536,25,1221,0.267,0.329,0.426,0.755,0.2737302644093589,0.4392238919535857,0.220087502377782,0.06695834125927334,0.05405799213172082,0.0037884307154305696,0.02695614162902521,0.0780999562873379,0.003642721841760163,0.17791053475156635,88.71985088536812,14.761416589002796,-1.9438322669932913,-1.315451562656662,-0.6966533566643188,3.2802974530250983
63,Everth Cabrera,228,73,20,12,175,10,432,0.246,0.315,0.328,0.643,0.13683483068417415,0.6454733932273671,0.1831375259156877,0.03455425017277125,0.03529980657640232,0.009671179883945842,0.005802707930367505,0.08462282398452611,0.004835589941972921,0.20889748549323015,88.28028169014084,-1.3098591549295775,-1.9625740894847763,-1.150436181221586,-0.5263642689527469,3.3668439554124054
64,Melky Cabrera,753,333,35,129,411,38,762,0.287,0.333,0.422,0.755,0.2086237639811963,0.4906792024639325,0.22872426649375915,0.0718106662343978,0.052251686803703117,0.00549191903342225,0.02024164443747058,0.06449082064961556,0.0059626549505727286,0.11956692295622155,89.12024965325934,9.7457235321313,-1.9637149020730162,-1.2484266473593535,-0.624844022754597,3.337236678717998
65,Miguel Cabrera,1008,398,7,349,837,165,1217,0.314,0.392,0.539,0.932,0.2732902885755699,0.4257477928580841,0.2462775069179075,0.05468441164843853,0.053841991341991344,0.0009469696969696971,0.04721320346320346,0.11323051948051947,0.02232142857142857,0.1646374458874459,92.49699453551912,12.018579234972675,-2.0311826753375377,-1.3248266144218483,-0.6883887220579733,3.4217056064696942
67,Lorenzo Cain,569,207,24,78,328,14,770,0.28800000000000003,0.348,0.413,0.7609999999999999,0.19540924192086984,0.4886741165810933,0.2630625188764724,0.052552099063726966,0.04794996525364837,0.005559416261292564,0.018068102849200837,0.07597868890433171,0.003242992819087329,0.17836460504980312,89.38287488908605,8.053238686779059,-1.9892172843603966,-1.2233410952627908,-0.6219442053197043,3.3523281174156585
68,Kole Calhoun,565,176,17,156,395,15,912,0.248,0.32299999999999995,0.429,0.753,0.2446993395898505,0.427181091414668,0.27181091414668057,0.056308654848800835,0.04182509505703422,0.0040399239543726225,0.0370722433460076,0.09386882129277567,0.0035646387832699617,0.21673003802281368,88.78293439716312,13.409050576752438,-1.9640403129862483,-1.271045673442185,-0.6968490800521151,3.2797199324794466
69,Alberto Callaspo,379,161,13,52,337,20,345,0.267,0.332,0.369,0.701,0.29170521122417514,0.4323157570151095,0.21245760098674069,0.06352143077397472,0.042899014122035714,0.0034638955502264853,0.013855582200905941,0.08979483080202505,0.0053290700772715156,0.09192645883293367,84.10937500000001,12.286458333333336,-1.849427928168397,-1.2222930970541344,-0.645186855992856,3.120232859404305
70,Mark Canha,253,85,9,72,178,5,421,0.249,0.34,0.445,0.785,0.242914979757085,0.388663967611336,0.25182186234817816,0.1165991902834008,0.045527584359935716,0.0048205677557579,0.0385645420460632,0.09534011783610068,0.002678093197643278,0.22549544724156398,88.67804081632653,15.826938775510206,-1.9739213203881003,-1.2833540582208647,-0.7207543408368252,3.254695057269085
71,Robinson Cano,1024,455,21,286,543,103,982,0.3,0.354,0.4920000000000001,0.846,0.22051215726849452,0.4918520434557682,0.2366787377133989,0.05095706156233834,0.058953096657165076,0.0027209121534076184,0.03705623218450376,0.070355014252397,0.013345426276237369,0.12723503498315625,90.80467734950192,7.927674317886531,-1.9942406609201062,-1.2566277644423776,-0.6061524856380703,3.4053953367765164
73,Matt Carpenter,734,290,27,152,664,38,994,0.267,0.371,0.457,0.828,0.3135568080688223,0.3544942153663601,0.29160486502521504,0.040047463660634816,0.05829145728643216,0.005427135678391959,0.030552763819095483,0.1334673366834171,0.007638190954773871,0.1997989949748744,89.60098547717844,19.578838174273862,-1.9830363772807431,-1.3635397753009828,-0.7802867788044542,3.253552743382733
75,Chris Carter,334,107,5,158,327,10,951,0.217,0.312,0.456,0.768,0.3299101412066752,0.3087291399229782,0.2490372272143774,0.1123234916559692,0.0375043813529618,0.0017525411847178409,0.05538030143708377,0.1146161934805468,0.0035050823694356818,0.3333333333333333,91.34851904090269,20.16220028208745,-2.019027412421705,-1.3799760933405207,-0.8153693423229105,3.3161731767322333
77,Nicholas Castellanos,445,240,34,134,253,12,909,0.274,0.324,0.472,0.7959999999999999,0.2921886514369933,0.369933677229182,0.3014001473839352,0.036477523949889464,0.061728395061728385,0.008744855967078191,0.03446502057613169,0.06507201646090535,0.00308641975308642,0.2337962962962963,89.1800879120879,15.342417582417582,-1.969043984814724,-1.2946262807192657,-0.6969837489429498,3.2950837301925304
78,Welington Castillo,251,126,1,98,183,9,692,0.254,0.313,0.425,0.738,0.2338169642857143,0.4280133928571429,0.2689732142857143,0.06919642857142858,0.046632124352331605,0.00037009622501850485,0.03626943005181347,0.06772760917838637,0.0033308660251665434,0.2561065877128053,89.31467289719627,13.453271028037387,-1.977328008156071,-1.2750740967908236,-0.6898474670631723,3.314876158308756
79,Jason Castro,340,157,9,88,314,10,876,0.23,0.312,0.39,0.7020000000000001,0.26910994764397905,0.4246073298429319,0.25759162303664923,0.04869109947643978,0.050417469492614005,0.0028901734104046237,0.02825947334617855,0.100834938985228,0.0032113037893384713,0.2813102119460501,88.9968131868132,13.5,-1.9764028161366773,-1.2959308033702541,-0.707431402965732,3.285620942628187
80,Starlin Castro,673,299,40,135,312,31,1046,0.28,0.319,0.414,0.733,0.2154504688136975,0.5016306563391765,0.2284957195271097,0.05442315532001631,0.04797047970479705,0.0064174554789026145,0.02165891224129633,0.0500561527354404,0.004973527996149528,0.1678164607733034,87.81879447467558,8.661641541038525,-1.930394843597366,-1.2228442120232,-0.6083172069319203,3.3009656287482865
82,Francisco Cervelli,281,102,16,41,270,4,505,0.268,0.358,0.382,0.74,0.2219743446737312,0.4924707194645845,0.2448410485220301,0.04071388733965421,0.03896103896103896,0.006111535523300229,0.015660809778456842,0.10313216195569136,0.0015278838808250573,0.1928953399541635,87.79732888146911,9.32136894824708,-1.949644775650858,-1.2343907023141696,-0.6523354449328266,3.27050076938138
83,Yoenis Céspedes,475,173,24,165,240,33,742,0.273,0.327,0.4970000000000001,0.8240000000000001,0.2685221481771854,0.3802430419443356,0.2422579380635045,0.10897687181497452,0.0495702005730659,0.00687679083094556,0.04727793696275072,0.06876790830945559,0.009455587392550143,0.21260744985673352,91.29596122778679,15.451534733441036,-2.006446282914913,-1.319792270639175,-0.7124455857142299,3.3701187414144425
84,Matt Chapman,263,110,13,84,171,0,439,0.255,0.336,0.503,0.8390000000000001,0.257243195785777,0.3880597014925373,0.23617208077260754,0.11852502194907814,0.06235827664399093,0.0073696145124716545,0.047619047619047616,0.09693877551020408,0.0,0.24886621315192745,92.47668439716313,16.874113475177303,-2.048677539048796,-1.3657432188642582,-0.7460610990642801,3.384334078080805
85,Robinson Chirinos,252,100,4,86,203,2,561,0.231,0.325,0.431,0.755,0.2653673163418291,0.3928035982008996,0.2383808095952024,0.10344827586206896,0.047058823529411764,0.0018823529411764702,0.04047058823529412,0.09552941176470588,0.0009411764705882351,0.264,87.13502994011976,17.84930139720559,-1.9303717322806981,-1.302761865763511,-0.7426955530660357,3.182621034360686
86,Lonnie Chisenhall,261,132,10,64,150,12,437,0.268,0.32,0.4270000000000001,0.747,0.2557358701734751,0.3928371572467823,0.2445439283715725,0.10632344711807498,0.055932203389830515,0.00423728813559322,0.02711864406779661,0.0635593220338983,0.005084745762711864,0.18516949152542367,85.87897793263645,17.43953488372093,-1.898848648483807,-1.2702986491568338,-0.700137173022006,3.1597917766220736
87,Shin-Soo Choo,932,327,26,215,845,40,1520,0.275,0.378,0.449,0.826,0.2355254533537252,0.492462311557789,0.2425169324885296,0.029495302599956308,0.04713853250684734,0.0037480178751621743,0.030993224736917974,0.12181058094277065,0.005766181346403346,0.21911489116332708,90.17256925583922,8.016838674633354,-2.0011334465632302,-1.2645020744587048,-0.6519575706620487,3.353521235423348
88,Chris Coghlan,353,149,26,53,275,19,535,0.258,0.334,0.398,0.731,0.2117138742198752,0.4935189630340854,0.2443590974555929,0.05040806529044648,0.05129087779690189,0.008950086058519794,0.018244406196213425,0.09466437177280553,0.006540447504302925,0.18416523235800344,87.64689655172413,10.218965517241381,-1.9454170256598693,-1.2387675360332215,-0.6447427383744772,3.259570827850589
89,Michael Conforto,348,121,4,118,302,20,606,0.259,0.358,0.484,0.843,0.2640911969601013,0.3932868904369855,0.2754908169727676,0.06713109563014566,0.048380647740903636,0.001599360255897641,0.047181127548980406,0.1207516993202719,0.007996801279488205,0.2423030787684926,89.26119974473517,13.863433312061265,-1.987241514160123,-1.2817644937331405,-0.7104376223581075,3.275731472053859
90,Willson Contreras,227,90,8,74,182,7,445,0.265,0.35100000000000003,0.463,0.8140000000000001,0.18808777429467088,0.5258620689655172,0.2335423197492163,0.05250783699059562,0.047644256220222336,0.004235044997353097,0.039174166225516144,0.09634727368978296,0.00370566437268396,0.235574377977766,88.31622701838529,7.3852917665867315,-1.9606432424314362,-1.2202345478190544,-0.6208882672060977,3.2931145708256717
91,Carlos Correa,334,128,7,107,272,17,542,0.276,0.354,0.48,0.8340000000000001,0.20404984423676006,0.4688473520249221,0.26220145379023885,0.06490134994807893,0.04959318093762108,0.0027121270825261525,0.041456799690042616,0.1053855094924448,0.0065865943432778,0.20999612553273925,89.78982161594965,9.685204616998949,-1.9998049869618078,-1.2461892839323367,-0.6529384756461394,3.3316615658221003
92,Zack Cozart,408,158,24,87,219,9,549,0.247,0.3,0.399,0.6990000000000001,0.2305630026809652,0.4343163538873995,0.23745691306013025,0.09766373037150516,0.04663518299881937,0.007083825265643448,0.025678866587957497,0.06463990554899646,0.002656434474616293,0.16204250295159384,85.92982005141388,16.165381319622966,-1.8925281775367822,-1.259917613064149,-0.6917100333092997,3.1699576078818006
93,Allen Craig,239,107,3,59,143,4,394,0.276,0.333,0.435,0.768,0.2379084967320261,0.477124183006536,0.2326797385620915,0.05228758169934642,0.0531544957774466,0.0014903129657228018,0.029309488325881768,0.07103825136612021,0.001987083954297069,0.1957277694982613,84.26666666666667,6.294117647058822,-1.8757962016813627,-1.1499597795807692,-0.5660473999390306,3.1619543128230267
94,Brandon Crawford,509,234,38,106,413,65,984,0.25,0.317,0.392,0.7090000000000001,0.21506580789694765,0.4642957154858583,0.2551106132735929,0.06552786334360124,0.047648136835675016,0.007737731622887396,0.021584198737528,0.08409692526980249,0.013235593565465284,0.2003665241295052,88.390522875817,10.552287581699344,-1.9633679829376787,-1.2351275524035292,-0.6488038158153066,3.293277133244176
95,Carl Crawford,508,164,49,74,211,9,562,0.284,0.33,0.43,0.76,0.2413733609385784,0.5015527950310559,0.20169082125603865,0.05452035886818495,0.045555555555555564,0.013611111111111109,0.02055555555555556,0.05861111111111113,0.0025,0.15611111111111112,88.3485981308411,6.5233644859813085,-1.9374930866503481,-1.2206699159330385,-0.5915430293175197,3.3258038623235917
96,Coco Crisp,499,168,34,81,366,10,494,0.254,0.325,0.396,0.721,0.2519788918205805,0.4728609121748963,0.20015077271013945,0.07463249151903506,0.04421052631578947,0.008947368421052631,0.021315789473684208,0.09631578947368423,0.002631578947368421,0.13,85.24074844074845,13.515592515592516,-1.8710542390370486,-1.2556047416979925,-0.6721359077761915,3.144107173205123
97,C.J. Cron,283,123,6,118,148,7,583,0.257,0.312,0.464,0.775,0.23000551571980146,0.4048538334252621,0.2675124103695532,0.09707666850523994,0.047545419404715884,0.0023192887514495554,0.04561267877850792,0.0572091225357557,0.002705836876691148,0.2253575570158485,89.13884400248602,13.985705407085144,-1.9718253342928753,-1.2625438199538874,-0.6817496465019207,3.3039577464414287
98,Nelson Cruz,901,311,11,402,602,65,1505,0.281,0.35200000000000004,0.54,0.892,0.2841850131286609,0.42173298323571,0.21430014138557868,0.07978186225005049,0.046598741384477074,0.001648186994306263,0.060233742882828886,0.09020077914294276,0.00973928678453701,0.2255019478573569,93.45716972261404,11.487070992007522,-2.042638652788064,-1.3376959339376413,-0.6916988749204872,3.464244495299973
99,Michael Cuddyer,489,207,25,125,301,23,642,0.282,0.343,0.468,0.8109999999999999,0.2624303232998885,0.476923076923077,0.1870680044593088,0.07357859531772576,0.05542168674698795,0.0066934404283801865,0.03346720214190094,0.08058902275769746,0.006157965194109772,0.1718875502008032,87.49859154929577,7.676056338028169,-1.9265099255637186,-1.2291539006302443,-0.6003675183065577,3.2687228685855714
101,Travis d'Arnaud,221,89,5,72,158,9,383,0.253,0.314,0.423,0.737,0.22900763358778625,0.4293893129770993,0.2538167938931298,0.08778625954198473,0.04354207436399217,0.002446183953033268,0.035225048923679066,0.07729941291585128,0.004403131115459882,0.18737769080234834,89.3241171403962,12.986218776916456,-1.975772729602919,-1.2672845478149246,-0.681290799230173,3.312950583170209
103,Chris Davis,707,228,5,295,555,50,1852,0.233,0.315,0.459,0.774,0.3237975479408991,0.3753536623703238,0.2492926752593524,0.05155611442942471,0.04049733570159858,0.0008880994671403197,0.052397868561278864,0.09857904085257548,0.008880994671403197,0.3289520426287744,90.44045485871813,15.835172413793106,-1.984050205382839,-1.341946498215602,-0.7510969594513255,3.3218173697650792
104,Ike Davis,260,117,2,81,294,20,538,0.239,0.332,0.414,0.746,0.2750642673521851,0.43573264781491,0.20886889460154245,0.08033419023136247,0.04891304347826087,0.0008361204013377926,0.0338628762541806,0.12290969899665552,0.008361204013377926,0.2249163879598662,87.73258426966291,5.331460674157303,-1.967494750728653,-1.1953055857549817,-0.6007574076356365,3.2717210527286897
105,Khris Davis,495,159,8,218,318,10,986,0.243,0.316,0.495,0.81,0.2883227176220807,0.4021231422505308,0.2505307855626327,0.05902335456475584,0.043089430894308944,0.002168021680216802,0.05907859078590786,0.08617886178861789,0.002710027100271003,0.2672086720867209,91.37654723127035,14.611292073832793,-1.9993763852489463,-1.3339092841620077,-0.7258443996638304,3.3668396127486155
