,Name,R,2B,3B,HR,BB,IBB,SO,BA,OBP,SLG,OPS,bbType_flyBall,bbType_groundBall,bbType_lineDrive,bbType_popUp,2BperPA,3BperPA,HRperPA,BBperPA,IBBperPA,SOperPA,p1,p2,p3,p4
10,Tim Anderson,332,119,14,74,81,2,587,0.281,0.308,0.443,0.7509999999999999,0.19416909620991246,0.5113702623906705,0.2548104956268222,0.03965014577259475,0.04995801847187237,0.005877413937867338,0.03106633081444165,0.03400503778337532,0.0008396305625524769,0.246431570109152,-0.23993571644436507,0.17872844473758243,-0.09493237052595963,-0.03346271737121544
11,Elvis Andrus,893,303,48,76,516,5,962,0.274,0.33,0.3720000000000001,0.7020000000000001,0.17092819614711033,0.554816112084063,0.2252189141856392,0.04903677758318739,0.042802655742336486,0.006780618731459246,0.010735979658143806,0.07289165136318689,0.0007063144511936714,0.13589490040966234,-0.27064333834322274,0.22108359588476328,-0.07686580129611154,-0.052447268948636466
12,Rick Ankiel,221,93,8,63,143,13,486,0.238,0.302,0.417,0.7190000000000001,0.2673469387755102,0.4251700680272109,0.17551020408163265,0.13197278911564625,0.05079191698525396,0.0043691971600218465,0.03440742763517204,0.0780993992353905,0.0070999453850355,0.2654287274713271,-0.2783026110210101,0.04634482422239457,-0.01757162888163583,-0.04556571198201198
13,Nori Aoki,377,135,22,33,234,3,258,0.285,0.35,0.387,0.738,0.14594807238394966,0.6117230527143981,0.2010228166797797,0.04130605822187254,0.044349540078843626,0.0072273324572930345,0.010840998685939551,0.07687253613666227,0.0009855453350854136,0.08475689881734559,-0.30541459184069153,0.27588878412194046,-0.07584612074388376,-0.0622966924344808
14,Orlando Arcia,182,69,7,42,123,14,375,0.244,0.295,0.366,0.66,0.16738197424892706,0.530758226037196,0.2410586552217453,0.060801144492131615,0.03699731903485255,0.0037533512064343174,0.022520107238605896,0.06595174262734585,0.007506702412868633,0.20107238605898126,-0.24929248021868858,0.2060825728662125,-0.06472097452214917,-0.04563531772324281
15,Nolan Arenado,649,262,27,235,362,58,684,0.293,0.349,0.541,0.89,0.2502139800285307,0.3746077032810271,0.27788873038516404,0.09728958630527818,0.05748135146994296,0.005923650724001754,0.0515577007459412,0.07942079859587538,0.012724879333040808,0.1500658183413778,-0.17399942185084044,0.03810170466224259,-0.05058991253477688,-0.012295013471723402
16,J.P. Arencibia,169,67,4,80,85,4,484,0.212,0.258,0.412,0.67,0.3460490463215259,0.3587647593097185,0.18710263396911891,0.1080835603996367,0.039715471250740965,0.002371072910491997,0.04742145820983995,0.05038529934795495,0.002371072910491997,0.2868998221695317,-0.2631037823726539,-0.04805879407864802,-0.06747991367268286,-0.04487980570670034
17,Alex Avila,347,146,8,104,509,23,1031,0.235,0.348,0.394,0.742,0.2834722903384012,0.45512506130456104,0.23835213339872485,0.0230505149583129,0.04139495321803232,0.002268216614686702,0.02948681599092713,0.14431528210944145,0.00652112276722427,0.2923164162177488,-0.24336113511952762,0.08479750119062478,-0.1263038867089711,-0.03998891423522854
18,Mike Aviles,380,139,13,60,141,6,424,0.261,0.295,0.376,0.6709999999999999,0.2495288352808141,0.4621183565774595,0.19449679607990952,0.0938560120618168,0.04298082869511441,0.004019789734075447,0.01855287569573284,0.04359925788497217,0.0018552875695732839,0.1311069882498454,-0.27699589518787804,0.09167643418968421,-0.057394496876435976,-0.05181260512237626
19,Erick Aybar,620,250,44,57,275,18,630,0.272,0.315,0.375,0.69,0.20555555555555555,0.5418803418803418,0.1880341880341881,0.06431623931623931,0.04649432769202157,0.008183001673795797,0.01060070671378092,0.05114376046122373,0.003347591593825553,0.11716570578389435,-0.3027926311258437,0.18148102075779401,-0.07239203679856686,-0.06021301468252499
20,Javier Baez,371,142,17,118,128,30,769,0.264,0.304,0.473,0.777,0.22234099412079106,0.4788882950293961,0.2260823089257082,0.07268840192410475,0.05243722304283604,0.006277695716395864,0.04357459379615953,0.047267355982274745,0.011078286558345642,0.28397341211226,-0.2535352279710757,0.128398893876707,-0.06657756451371583,-0.035237498275701
21,Jeff Baker,208,95,11,44,120,5,406,0.266,0.318,0.426,0.7440000000000001,0.2692020879940343,0.4690529455630127,0.21998508575689785,0.041759880686055184,0.05594817432273263,0.006478209658421673,0.02591283863368669,0.0706713780918728,0.0029446407538280327,0.2391048292108363,-0.26413377074301725,0.09623730908829548,-0.10973181424354199,-0.03877045690020679
22,Rod Barajas,184,80,0,74,101,17,331,0.23,0.28,0.406,0.6859999999999999,0.3828531759805623,0.2912183269698021,0.16973273169038527,0.15584866365845193,0.042689434364994665,0.0,0.03948772678762007,0.05389541088580576,0.009071504802561366,0.17662753468516545,-0.2567672608365147,-0.13018132622744677,-0.03216448595720528,-0.0427505096656635
23,Clint Barmes,301,155,11,70,174,24,593,0.243,0.294,0.379,0.6729999999999999,0.3151934570619692,0.3466498899024851,0.21044353570305127,0.1277131173324945,0.04982320797171328,0.0035358405657344907,0.02250080360012857,0.055930568948891035,0.007714561234329799,0.19061395049823207,-0.23296486088099846,-0.03631577339550264,-0.041771413999514624,-0.034265491532740416
24,Darwin Barney,297,117,15,31,155,11,349,0.246,0.294,0.341,0.635,0.2289156626506024,0.4810352521195895,0.2217759928603302,0.0678268630075859,0.042406669083001086,0.005436752446538601,0.011235955056179777,0.05617977528089888,0.003986951794128307,0.1264951069227981,-0.2582303202205446,0.12680365676117789,-0.07734309255395902,-0.04826801099147002
25,Tucker Barnhart,178,94,6,44,217,34,402,0.248,0.326,0.3720000000000001,0.698,0.1935275080906149,0.4809061488673139,0.2776699029126213,0.04789644012944984,0.043258168430740915,0.002761159687068569,0.02024850437183617,0.09986194201564658,0.015646571560055222,0.1849976990335941,-0.20546440622352255,0.1610172308909913,-0.08334016889283502,-0.02924023391558043
26,Jason Bartlett,281,108,16,21,181,4,369,0.27,0.333,0.368,0.701,0.2696382900986481,0.4607234198027037,0.20131530873218853,0.06832298136645963,0.04669260700389105,0.006917423259835711,0.009079118028534372,0.07825335062689147,0.0017293558149589275,0.15953307392996108,-0.2735510826043448,0.08406252102643452,-0.08515493582139347,-0.05151438905790695
27,Daric Barton,226,85,11,26,280,10,337,0.243,0.353,0.353,0.706,0.3105373342637823,0.3866015352407537,0.21284019539427773,0.09002093510118632,0.042478760619690165,0.005497251374312844,0.012993503248375813,0.13993003498250875,0.0049975012493753135,0.16841579210394805,-0.23930052241074048,0.004314853410402983,-0.07045680635355672,-0.04556076726881149
28,Jose Bautista,880,252,12,313,908,55,1136,0.249,0.368,0.4920000000000001,0.8590000000000001,0.2968912998122262,0.3911954934279157,0.19132067598581265,0.12059253077404547,0.04175642087821044,0.001988400994200497,0.051864125932062966,0.15045567522783762,0.009113504556752278,0.18823529411764706,-0.2524046349909122,0.0076172304986565015,-0.0313877338489973,-0.044451026260312505
29,Jason Bay,372,111,14,104,321,15,619,0.252,0.34600000000000003,0.448,0.794,0.3625886524822695,0.3882978723404255,0.18055555555555555,0.06855791962174941,0.04157303370786517,0.005243445692883896,0.03895131086142322,0.1202247191011236,0.005617977528089888,0.23183520599250934,-0.27788821153699544,-0.03028313979357773,-0.10469256235777509,-0.05294192771803422
30,Gordon Beckham,420,187,7,80,266,6,671,0.237,0.3,0.3670000000000001,0.667,0.2747134670487106,0.4251432664756447,0.20522922636103152,0.0949140401146132,0.04943166798836902,0.001850383293682263,0.021147237642083004,0.07031456515992597,0.0015860428231562252,0.1773724557229712,-0.25896671904430507,0.050985625101311216,-0.06054080701442521,-0.040693909296070405
31,Tim Beckham,201,75,15,63,111,0,505,0.249,0.302,0.431,0.733,0.21409455842997324,0.4897413024085638,0.23639607493309545,0.05887600356824264,0.04283266704740148,0.008566533409480295,0.03597944031981725,0.0633923472301542,0.0,0.2884066247858367,-0.24605196737027957,0.1460513206294911,-0.07773198278868301,-0.0425081959072074
32,Josh Bell,283,105,13,86,260,23,417,0.261,0.349,0.466,0.8140000000000001,0.2197875166002656,0.4960159362549801,0.2250996015936255,0.05909694555112883,0.04792332268370607,0.005933363760839799,0.03925148334094021,0.118667275216796,0.01049748973071657,0.1903240529438613,-0.2542236802586122,0.14604793565201912,-0.07369448352045185,-0.04207395375504944
33,Cody Bellinger,325,98,14,123,258,45,447,0.273,0.364,0.547,0.911,0.2811459027315123,0.37175216522318455,0.25116588940706197,0.09526982011992004,0.04702495201535509,0.00671785028790787,0.059021113243762004,0.1238003838771593,0.02159309021113244,0.2144913627639156,-0.19639643027983025,0.014449614679580943,-0.055418597680405836,-0.02575803027724263
34,Brandon Belt,538,244,33,138,532,30,1021,0.263,0.35600000000000004,0.453,0.81,0.3071625344352617,0.3264462809917356,0.2916666666666667,0.0747245179063361,0.055454545454545465,0.0075,0.031363636363636364,0.12090909090909092,0.006818181818181818,0.2320454545454545,-0.15559803883898074,-0.025299656535988046,-0.08684286452741348,-0.011188043488612633
35,Carlos Beltran,663,287,20,199,493,62,848,0.278,0.34600000000000003,0.476,0.8220000000000001,0.2830385015608741,0.4270291363163372,0.20187304890738814,0.08805931321540063,0.05501245926777842,0.003833620854897451,0.03814452750622963,0.09449875407322217,0.011884224650182094,0.1625455242476519,-0.2610299206785621,0.047301594404891796,-0.06536559294611578,-0.038257248660778335
36,Adrian Beltre,824,344,13,260,439,68,812,0.299,0.35100000000000003,0.498,0.8490000000000001,0.2822779145222645,0.4134034459610651,0.22107854106063995,0.08324009845603042,0.05424156417533901,0.0020498265531378114,0.040996531062756233,0.06922106590980763,0.010722169662567014,0.1280353200883002,-0.2428108689864674,0.0401756110024049,-0.0736617033316741,-0.03169245097416941
37,Andrew Benintendi,279,119,13,51,221,9,400,0.273,0.353,0.435,0.789,0.2627450980392157,0.4111111111111111,0.2633986928104575,0.06274509803921569,0.05655893536121673,0.006178707224334601,0.02423954372623574,0.1050380228136882,0.0042775665399239545,0.19011406844106465,-0.20282678671167081,0.06194692097354907,-0.0865930329445747,-0.02317733019868076
38,Lance Berkman,364,140,10,107,417,62,455,0.28,0.394,0.495,0.889,0.2963728622439391,0.4380755497087014,0.1787258034204097,0.08682578462694981,0.05210271678451805,0.003721622627465575,0.03982136211388165,0.15519166356531447,0.02307406029028657,0.16933382954968365,-0.28139417295742614,0.045544542873955034,-0.06329220904289838,-0.0471415927187772
39,Yuniesky Betancourt,273,141,16,62,100,7,309,0.25,0.275,0.381,0.6559999999999999,0.2762875536480687,0.427843347639485,0.18052575107296132,0.11507510729613732,0.04850361197110424,0.005503955968352253,0.021327829377364986,0.03439972480220158,0.002407980736154111,0.10629514963880288,-0.2797438620666756,0.04410853045821444,-0.044341028373835134,-0.05054525583984123
40,Mookie Betts,660,238,27,155,395,26,502,0.301,0.373,0.522,0.895,0.2704280155642023,0.3761348897535668,0.26297016861219197,0.09046692607003892,0.061419354838709674,0.006967741935483871,0.04,0.10193548387096774,0.006709677419354839,0.1295483870967742,-0.189152800506693,0.026284445019377496,-0.061063757055020866,-0.01692214664252209
41,Charlie Blackmon,743,239,48,178,317,28,800,0.304,0.36,0.506,0.865,0.23268156424581005,0.4131284916201117,0.28854748603351954,0.06564245810055866,0.050284031138228484,0.010098884914790659,0.03745003155901536,0.06669471912476331,0.005891016200294551,0.1683147485798443,-0.17801924791034626,0.08380781214116242,-0.0794351133214148,-0.021425024899878513
42,Casey Blake,243,99,9,60,186,23,424,0.266,0.343,0.4370000000000001,0.78,0.3148354712771891,0.4216397099832683,0.19046291132180704,0.07306190741773562,0.05010121457489879,0.004554655870445344,0.030364372469635626,0.09412955465587043,0.011639676113360323,0.2145748987854251,-0.27568345824758744,0.02446710695853204,-0.08934704975928924,-0.04580490822422535
43,Gregor Blanco,394,118,39,26,363,21,661,0.255,0.338,0.348,0.687,0.20785123966942148,0.4892561983471074,0.23388429752066114,0.06900826446280993,0.03523439832785906,0.01164526724395342,0.0077635114959689455,0.10839056434756644,0.006270528515974918,0.19737234995521047,-0.2419653813868371,0.14982710032858265,-0.0650347733737849,-0.05393673506860167
44,Willie Bloomquist,239,65,17,12,110,6,292,0.274,0.318,0.349,0.667,0.2263843648208469,0.5032573289902279,0.1958469055374593,0.0745114006514658,0.033522434244455904,0.008767405879319236,0.006188757091284167,0.056730273336771525,0.003094378545642084,0.15059308922124806,-0.2853310923291126,0.1404613085100931,-0.06945033777187481,-0.06471000429385744
45,Brennan Boesch,192,79,7,48,109,9,344,0.25,0.303,0.4,0.703,0.2644694533762058,0.4710610932475885,0.17282958199356913,0.09163987138263666,0.04611792177466433,0.004086398131932283,0.02802101576182137,0.06363105662580268,0.005253940455341506,0.20081727962638649,-0.29942859755906465,0.08653471972781408,-0.05913295762948645,-0.054736100851362074
46,Xander Bogaerts,578,236,14,118,342,16,755,0.289,0.35100000000000003,0.454,0.805,0.22329162656400384,0.4600577478344562,0.233878729547642,0.08277189605389798,0.05681271064034665,0.003370245546461242,0.028406355320173327,0.08233028406355321,0.003851709195955705,0.18175252768415984,-0.23805616516006942,0.1147695595416299,-0.056016296204430126,-0.03016409391621849
47,Emilio Bonifacio,354,94,33,13,211,4,602,0.256,0.312,0.333,0.645,0.1859903381642512,0.5748792270531401,0.18840579710144928,0.050724637681159424,0.032752613240418116,0.011498257839721254,0.0045296167247386755,0.0735191637630662,0.0013937282229965155,0.2097560975609756,-0.30934075247497833,0.22160591476713173,-0.07805713986619706,-0.07321068242647437
48,Justin Bour,206,71,2,92,218,26,447,0.253,0.337,0.457,0.794,0.20953870211102424,0.4652071931196247,0.24159499609069585,0.0836591086786552,0.036410256410256414,0.0010256410256410256,0.04717948717948718,0.1117948717948718,0.013333333333333334,0.22923076923076924,-0.22813447509075596,0.1287494742920996,-0.04825116345802928,-0.03742738474990462
49,Peter Bourjos,284,91,37,43,134,7,562,0.237,0.293,0.376,0.669,0.20773549594510293,0.5396132252027449,0.16593886462882096,0.08671241422333126,0.03898886032562125,0.015852613538988862,0.01842330762639246,0.05741216795201371,0.002999143101970865,0.24078834618680375,-0.3165068525405026,0.1727882251396591,-0.04766135359040111,-0.07323146726830658
50,Michael Bourn,647,188,66,35,431,11,1100,0.266,0.329,0.35700000000000004,0.6859999999999999,0.20304568527918784,0.5645204381512156,0.2033128506545552,0.029121025915041406,0.03630044410117783,0.0127437729291369,0.0067580614018150215,0.08322069897663642,0.0021239621548561497,0.212396215485615,-0.29697212086811703,0.20855592162214764,-0.10344959561408851,-0.06796229847651962
51,Jackie Bradley Jr.,435,162,23,98,304,17,828,0.239,0.321,0.412,0.732,0.23386342376052385,0.4915809167446211,0.2146866230121609,0.059869036482694114,0.04937519049070405,0.007010057909174032,0.029868942395611095,0.09265467845169156,0.0051813471502590676,0.2523620847302652,-0.26653305804542227,0.13237044028225683,-0.07909796854512692,-0.0446007900359671
52,Michael Brantley,655,303,21,114,419,34,573,0.297,0.354,0.44,0.794,0.20681044267877413,0.4758229284903519,0.2717366628830874,0.04562996594778662,0.0570944036178632,0.00395703787450537,0.02148106274731487,0.07895232711513096,0.006406632749199171,0.10797060486150367,-0.21196903914697748,0.1470727782125019,-0.09094050212737646,-0.02368583827122121
53,Ryan Braun,989,382,43,318,557,55,1251,0.294,0.35700000000000004,0.525,0.882,0.2416867917518113,0.4714843024335872,0.2219951699795653,0.06464796581831693,0.055782710280373834,0.006279205607476635,0.04643691588785047,0.0813376168224299,0.008031542056074766,0.18268107476635514,-0.2543847476164918,0.11150393950693444,-0.07723170738789222,-0.03583833836522667
54,Alex Bregman,365,152,12,105,309,7,343,0.28300000000000003,0.381,0.521,0.902,0.27899686520376177,0.34743991640543365,0.274294670846395,0.0992685475444096,0.06286186931348221,0.0049627791563275426,0.043424317617866005,0.12779156327543426,0.0028949545078577337,0.14185277088502896,-0.16938320907214227,0.0009471674292307593,-0.052560397321476535,-0.009523789874321965
55,Domonic Brown,188,73,9,54,138,13,317,0.246,0.305,0.405,0.71,0.2230828814872192,0.4601084430673896,0.23392718822618125,0.08288148721920993,0.04176201372997712,0.005148741418764302,0.030892448512585814,0.07894736842105263,0.007437070938215103,0.181350114416476,-0.23687440944042834,0.1148789309104771,-0.05713541510328088,-0.04087470797649686
56,Jay Bruce,836,311,32,318,595,71,1558,0.245,0.314,0.469,0.7829999999999999,0.3115893297466936,0.3779421654337593,0.2351490697153105,0.07509527011880744,0.04710693729172978,0.0048470160557406855,0.048167222053923056,0.09012420478642837,0.010754316873674643,0.2359890942138746,-0.22253800658969428,-6.685451524856286e-05,-0.08757982556347783,-0.03118602663322569
57,Kris Bryant,506,172,17,142,381,17,773,0.28,0.38,0.508,0.889,0.2975011786892975,0.3521923620933522,0.2654408297972655,0.08486562942008488,0.05289052890528905,0.005227552275522756,0.043665436654366535,0.11715867158671585,0.005227552275522756,0.23769987699877,-0.18389826349994967,-0.006111100666462915,-0.07247649880340559,-0.018226860507893638
58,John Buck,235,103,7,81,207,19,610,0.232,0.303,0.392,0.695,0.31203566121842496,0.4338781575037147,0.17013372956909362,0.08358098068350668,0.040986868284918425,0.0027855153203342623,0.03223239156386789,0.0823716673298846,0.007560684440907281,0.2427377636291285,-0.2965023785171521,0.030738480727293762,-0.07879108531749662,-0.055827755525036396
59,Pat Burrell,186,79,5,74,249,14,427,0.24,0.34700000000000003,0.447,0.7929999999999999,0.3425468904244817,0.337857847976308,0.213228035538006,0.10636722606120434,0.044456949915588066,0.0028137310073157004,0.04164321890827237,0.14012380416432188,0.007878446820483961,0.24029262802476084,-0.22675661986602902,-0.05466808543646185,-0.06091363254736839,-0.035546747041186676
60,Billy Butler,554,299,3,139,473,54,784,0.29,0.355,0.441,0.795,0.24867846472075386,0.49046196276717996,0.2155826246839807,0.0452769478280855,0.05615023474178404,0.0005633802816901409,0.02610328638497653,0.0888262910798122,0.010140845070422537,0.1472300469483568,-0.270871762783944,0.12368354342056323,-0.09943104091404598,-0.03766541593407953
61,Marlon Byrd,496,228,22,129,245,21,879,0.276,0.327,0.446,0.773,0.2487584650112867,0.4650112866817156,0.22325056433408572,0.06297968397291198,0.05409252669039146,0.005219454329774615,0.030604982206405694,0.05812574139976275,0.00498220640569395,0.2085409252669039,-0.2557261552927601,0.10293944760746246,-0.08450761970878866,-0.0366864358272953
62,Asdrubal Cabrera,822,371,26,185,536,25,1221,0.267,0.329,0.426,0.755,0.2737302644093589,0.4392238919535857,0.220087502377782,0.06695834125927334,0.05405799213172082,0.0037884307154305696,0.02695614162902521,0.0780999562873379,0.003642721841760163,0.17791053475156635,-0.2521840000321284,0.06784590740070379,-0.0865918262620456,-0.03626898388111067
63,Everth Cabrera,228,73,20,12,175,10,432,0.246,0.315,0.328,0.643,0.13683483068417415,0.6454733932273671,0.1831375259156877,0.03455425017277125,0.03529980657640232,0.009671179883945842,0.005802707930367505,0.08462282398452611,0.004835589941972921,0.20889748549323015,-0.3304718830735796,0.30606003227366363,-0.07767211200441315,-0.07558982981394405
64,Melky Cabrera,753,333,35,129,411,38,762,0.287,0.333,0.422,0.755,0.2086237639811963,0.4906792024639325,0.22872426649375915,0.0718106662343978,0.052251686803703117,0.00549191903342225,0.02024164443747058,0.06449082064961556,0.0059626549505727286,0.11956692295622155,-0.2513600869223465,0.14674799669083038,-0.06549740435118044,-0.03936528100715116
65,Miguel Cabrera,1008,398,7,349,837,165,1217,0.314,0.392,0.539,0.932,0.2732902885755699,0.4257477928580841,0.2462775069179075,0.05468441164843853,0.053841991341991344,0.0009469696969696971,0.04721320346320346,0.11323051948051947,0.02232142857142857,0.1646374458874459,-0.22394056063654932,0.0636973959399885,-0.09486650243600227,-0.024874897361106235
66,Orlando Cabrera,279,118,4,26,137,2,252,0.269,0.309,0.36,0.669,0.27019112207151663,0.4505240443896424,0.1814118372379778,0.09771886559802713,0.048123980424143564,0.0016313213703099511,0.010603588907014684,0.055872756933115816,0.0008156606851549756,0.10277324632952692,-0.2871394725404927,0.06822806860447103,-0.05851253226465969,-0.05106259957356121
67,Lorenzo Cain,569,207,24,78,328,14,770,0.28800000000000003,0.348,0.413,0.7609999999999999,0.19540924192086984,0.4886741165810933,0.2630625188764724,0.052552099063726966,0.04794996525364837,0.005559416261292564,0.018068102849200837,0.07597868890433171,0.003242992819087329,0.17836460504980312,-0.22117382868398963,0.1621357253000688,-0.08078893286863627,-0.03291488970941172
68,Kole Calhoun,565,176,17,156,395,15,912,0.248,0.32299999999999995,0.429,0.753,0.2446993395898505,0.427181091414668,0.27181091414668057,0.056308654848800835,0.04182509505703422,0.0040399239543726225,0.0370722433460076,0.09386882129277567,0.0035646387832699617,0.21673003802281368,-0.19931683499322575,0.08667798410053067,-0.08910184202267013,-0.028382550323578577
69,Alberto Callaspo,379,161,13,52,337,20,345,0.267,0.332,0.369,0.701,0.29170521122417514,0.4323157570151095,0.21245760098674069,0.06352143077397472,0.042899014122035714,0.0034638955502264853,0.013855582200905941,0.08979483080202505,0.0053290700772715156,0.09192645883293367,-0.25785727355091514,0.051340769478608876,-0.09666694561560961,-0.04785713046999923
70,Mark Canha,253,85,9,72,178,5,421,0.249,0.34,0.445,0.785,0.242914979757085,0.388663967611336,0.25182186234817816,0.1165991902834008,0.045527584359935716,0.0048205677557579,0.0385645420460632,0.09534011783610068,0.002678093197643278,0.22549544724156398,-0.19752060910254948,0.04829208501042209,-0.027911774842908552,-0.027178668768729385
71,Robinson Cano,1024,455,21,286,543,103,982,0.3,0.354,0.4920000000000001,0.846,0.22051215726849452,0.4918520434557682,0.2366787377133989,0.05095706156233834,0.058953096657165076,0.0027209121534076184,0.03705623218450376,0.070355014252397,0.013345426276237369,0.12723503498315625,-0.2488699358261352,0.1434997656184939,-0.08740653040077849,-0.030015773299517195
72,Jorge Cantu,217,116,1,59,123,12,315,0.269,0.319,0.43,0.75,0.3098699311400153,0.3905891354246366,0.21346595256312165,0.08569242540168323,0.05805805805805806,0.0005005005005005005,0.02952952952952953,0.06156156156156156,0.006006006006006006,0.15765765765765766,-0.24787783868252608,0.005119517735336926,-0.0801689325973052,-0.02987469475028713
73,Matt Carpenter,734,290,27,152,664,38,994,0.267,0.371,0.457,0.828,0.3135568080688223,0.3544942153663601,0.29160486502521504,0.040047463660634816,0.05829145728643216,0.005427135678391959,0.030552763819095483,0.1334673366834171,0.007638190954773871,0.1997989949748744,-0.16840502540565377,-0.0037638032172614628,-0.12167772102554239,-0.011501006655768573
74,Jamey Carroll,304,79,14,4,237,6,354,0.273,0.348,0.328,0.6759999999999999,0.2206939668646452,0.5242263207252267,0.21037824320100032,0.044701469209127855,0.031983805668016195,0.005668016194331984,0.0016194331983805667,0.09595141700404858,0.0024291497975708503,0.14331983805668014,-0.27981366054722767,0.16700362572706443,-0.09442064261841658,-0.06278994015337913
75,Chris Carter,334,107,5,158,327,10,951,0.217,0.312,0.456,0.768,0.3299101412066752,0.3087291399229782,0.2490372272143774,0.1123234916559692,0.0375043813529618,0.0017525411847178409,0.05538030143708377,0.1146161934805468,0.0035050823694356818,0.3333333333333333,-0.18699813690081907,-0.0643646510661702,-0.05417752470669047,-0.02492913935267633
76,Alexi Casilla,209,71,14,12,119,0,216,0.25,0.306,0.34,0.6459999999999999,0.2104913678618858,0.5836653386454184,0.1248339973439575,0.08100929614873838,0.0421865715983363,0.008318478906714201,0.0071301247771836,0.0707070707070707,0.0,0.12834224598930485,-0.3672259504110929,0.19839129081558968,-0.05301104789799744,-0.0827175289508082
77,Nicholas Castellanos,445,240,34,134,253,12,909,0.274,0.324,0.472,0.7959999999999999,0.2921886514369933,0.369933677229182,0.3014001473839352,0.036477523949889464,0.061728395061728385,0.008744855967078191,0.03446502057613169,0.06507201646090535,0.00308641975308642,0.2337962962962963,-0.1669646305739543,0.020911334955599006,-0.12506590584511387,-0.0083678499730463
78,Welington Castillo,251,126,1,98,183,9,692,0.254,0.313,0.425,0.738,0.2338169642857143,0.4280133928571429,0.2689732142857143,0.06919642857142858,0.046632124352331605,0.00037009622501850485,0.03626943005181347,0.06772760917838637,0.0033308660251665434,0.2561065877128053,-0.20307964970449607,0.0914395774714527,-0.07515186455084356,-0.022152510038261682
79,Jason Castro,340,157,9,88,314,10,876,0.23,0.312,0.39,0.7020000000000001,0.26910994764397905,0.4246073298429319,0.25759162303664923,0.04869109947643978,0.050417469492614005,0.0028901734104046237,0.02825947334617855,0.100834938985228,0.0032113037893384713,0.2813102119460501,-0.21627434158195746,0.06931825634177961,-0.10171162554399613,-0.026298249923942175
80,Starlin Castro,673,299,40,135,312,31,1046,0.28,0.319,0.414,0.733,0.2154504688136975,0.5016306563391765,0.2284957195271097,0.05442315532001631,0.04797047970479705,0.0064174554789026145,0.02165891224129633,0.0500561527354404,0.004973527996149528,0.1678164607733034,-0.2589086066519223,0.15271131473703112,-0.08564129879646885,-0.04340746691918752
81,Ronny Cedeno,195,93,13,29,121,17,429,0.245,0.293,0.354,0.647,0.2417635658914729,0.5135658914728682,0.16521317829457366,0.07945736434108527,0.04534373476352999,0.006338371526084837,0.014139444173573866,0.05899561189663579,0.008288639687957094,0.2091662603607996,-0.31775444096923966,0.13313275393558516,-0.06530083941230835,-0.0625015023280761
82,Francisco Cervelli,281,102,16,41,270,4,505,0.268,0.358,0.382,0.74,0.2219743446737312,0.4924707194645845,0.2448410485220301,0.04071388733965421,0.03896103896103896,0.006111535523300229,0.015660809778456842,0.10313216195569136,0.0015278838808250573,0.1928953399541635,-0.24048708641669184,0.148255848088917,-0.09742175180401941,-0.04558474447193914
83,Yoenis Céspedes,475,173,24,165,240,33,742,0.273,0.327,0.4970000000000001,0.8240000000000001,0.2685221481771854,0.3802430419443356,0.2422579380635045,0.10897687181497452,0.0495702005730659,0.00687679083094556,0.04727793696275072,0.06876790830945559,0.009455587392550143,0.21260744985673352,-0.20854549491169191,0.02430648996216783,-0.04417385898611628,-0.027569439569682753
84,Matt Chapman,263,110,13,84,171,0,439,0.255,0.336,0.503,0.8390000000000001,0.257243195785777,0.3880597014925373,0.23617208077260754,0.11852502194907814,0.06235827664399093,0.0073696145124716545,0.047619047619047616,0.09693877551020408,0.0,0.24886621315192745,-0.21206432892517127,0.03585713009476488,-0.026890613661305792,-0.021215176362923617
