jd+martinez,502110.0
christian+vazquez,543877.0
christian+arroyo,624414.0
xander+bogaerts,593428.0
rafael+devers,646240.0
alex+verdugo,657077.0
enrique+hernandez,571771.0
hunter+renfroe,592669.0
kyle+schwarber,656941.0
kevin+plawecki,608700.0
