,index,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
952,90,FF,2021-10-20,93.3,0.95,5.77,"Valdez, Framber",543877.0,664285.0,double,hit_into_play,,,,,11.0,Christian Vazquez doubles (1) on a line drive to left fielder Michael Brantley.,L,R,L,BOS,HOU,X,7.0,line_drive,2.0,0.0,2021.0,0.48,0.66,-0.95,2.8,,,,1.0,6.0,Bot,45.91,122.89,,,455117.0,,,-5.860617079197192,-135.8205872312523,-3.381914004256605,7.115962122477008,26.47552423663908,-23.42041362524343,3.29,1.49,168.0,83.6,15.0,92.8,2273.0,5.7,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.8,0.9229999999999999,0.8809999999999999,1.25,1.0,1.0,1.0,4.0,45.0,3.0,4-Seam Fastball,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,Standard,Standard,144.0,0.011000000000000001,0.33299999999999996
953,93,SI,2021-10-20,93.3,1.05,5.74,"Valdez, Framber",543877.0,664285.0,,ball,,,,,3.0,Christian Vazquez doubles (1) on a line drive to left fielder Michael Brantley.,L,R,L,BOS,HOU,B,,,1.0,0.0,2021.0,0.92,0.5,0.33,3.54,,,,1.0,6.0,Bot,,,,,455117.0,,,-3.8403638447560375,-135.97268472793434,-1.0597629234445516,12.282283202093806,26.552632081358265,-25.93341313942938,3.44,1.69,,,,93.1,2251.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.64,,,,,,,,45.0,2.0,Sinker,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,Standard,Standard,137.0,0.0,0.05
954,96,SI,2021-10-20,94.1,0.83,5.92,"Valdez, Framber",543877.0,664285.0,,ball,,,,,12.0,Christian Vazquez doubles (1) on a line drive to left fielder Michael Brantley.,L,R,L,BOS,HOU,B,,,0.0,0.0,2021.0,0.7,0.74,0.34,3.75,,,,1.0,6.0,Bot,,,,,455117.0,,,-2.785982274011712,-137.1480408206465,-1.5977519956442725,9.497567806081886,27.57147671561385,-22.70303614058943,3.35,1.61,,,,93.3,2215.0,5.5,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,55.0,,,,,,,,45.0,1.0,Sinker,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,Standard,Standard,141.0,0.0,0.026000000000000002
955,99,CU,2021-10-20,80.4,0.78,5.72,"Valdez, Framber",624414.0,664285.0,strikeout,swinging_strike,,,,,7.0,Christian Arroyo strikes out swinging.,L,R,L,BOS,HOU,S,2.0,,1.0,2.0,2021.0,-0.92,-1.36,-0.79,1.94,,,,0.0,6.0,Bot,,,,,455117.0,,,-1.7287991123856286,-117.00128619737968,0.8985851141493588,-8.054864215210891,23.071978801604768,-45.06956166930628,3.41,1.56,,,,79.5,3001.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.72,,,0.0,1.0,0.0,0.0,,44.0,4.0,Curveball,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,Standard,Standard,275.0,-0.006999999999999999,-0.17300000000000001
956,101,CU,2021-10-20,79.9,0.91,5.74,"Valdez, Framber",624414.0,664285.0,,ball,,,,,13.0,Christian Arroyo strikes out swinging.,L,R,L,BOS,HOU,B,,,0.0,2.0,2021.0,-0.96,-1.43,-1.14,0.08,,,,0.0,6.0,Bot,,,,,455117.0,,,-2.6815026896850664,-116.23629182649886,-2.9521173031297416,-8.073298534379218,24.609044744260697,-44.60033719775444,3.47,1.69,,,,78.7,2881.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.72,,,,,,,,44.0,3.0,Curveball,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,Standard,Standard,326.0,0.0,0.022000000000000002
957,107,SI,2021-10-20,95.7,0.64,6.02,"Valdez, Framber",624414.0,664285.0,,foul,,,,,5.0,Christian Arroyo strikes out swinging.,L,R,L,BOS,HOU,S,,,0.0,1.0,2021.0,1.15,0.75,0.16,2.72,,,,0.0,6.0,Bot,,,,,455117.0,,,-3.796242049588348,-139.22197872054392,-4.704426873514778,15.806664598240607,32.35028999080415,-21.604561327392307,3.41,1.56,3.0,77.1,-41.0,94.5,2292.0,5.7,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.85,,,,,,,,44.0,2.0,Sinker,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,Standard,Standard,143.0,0.0,-0.052000000000000005
958,111,SI,2021-10-20,94.6,0.88,5.84,"Valdez, Framber",624414.0,664285.0,,swinging_strike,,,,,14.0,Christian Arroyo strikes out swinging.,L,R,L,BOS,HOU,S,,,0.0,0.0,2021.0,1.48,0.37,0.91,2.35,,,,0.0,6.0,Bot,,,,,455117.0,,,-3.1884259838392075,-137.60858556433308,-4.169705234214753,19.416954929899507,33.54341444186328,-26.687970908614158,3.41,1.56,,,,93.3,2256.0,5.7,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.76,,,,,,,,44.0,1.0,Sinker,0.0,6.0,0.0,6.0,6.0,0.0,0.0,6.0,Standard,Standard,143.0,0.0,-0.038
980,115,SI,2021-10-20,94.2,0.84,5.92,"Valdez, Framber",657077.0,664285.0,field_out,hit_into_play,,,,,6.0,Alex Verdugo grounds out sharply to first baseman Yuli Gurriel.,L,L,L,BOS,HOU,X,3.0,ground_ball,1.0,0.0,2021.0,1.2,0.35,0.82,2.24,646240.0,,,2.0,5.0,Bot,157.1,156.44,,,455117.0,,,-2.720605964266648,-137.13864851488435,-4.583606773296124,15.764946672865682,32.015700648756216,-26.877881871651677,3.37,1.53,15.0,101.1,-8.0,93.5,2192.0,6.0,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.51,0.25,0.23,0.0,1.0,0.0,0.0,2.0,34.0,2.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,139.0,-0.057,-0.379
981,116,CU,2021-10-20,80.9,0.96,5.69,"Valdez, Framber",657077.0,664285.0,,blocked_ball,,,,,13.0,Alex Verdugo grounds out sharply to first baseman Yuli Gurriel.,L,L,L,BOS,HOU,B,,,0.0,0.0,2021.0,-0.87,-1.55,-1.34,-0.34,646240.0,,,2.0,5.0,Bot,,,,,455117.0,,,-3.4466213751011083,-117.68434372636723,-3.7327897273241977,-7.272107234487373,25.48941919546453,-45.85255760835586,3.63,1.64,,,,79.8,2998.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.65,,,,,,,,34.0,1.0,Curveball,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,342.0,0.0,0.011000000000000001
982,120,SI,2021-10-20,94.9,0.74,5.85,"Valdez, Framber",592669.0,664285.0,grounded_into_double_play,hit_into_play,,,,,3.0,"Hunter Renfroe grounds into a double play, shortstop Carlos Correa to second baseman Jose Altuve to first baseman Yuli Gurriel.   Rafael Devers to 3rd.    J.D. Martinez out at 2nd.    Hunter Renfroe out at 1st.",L,R,L,BOS,HOU,X,6.0,ground_ball,2.0,0.0,2021.0,1.27,0.43,0.51,2.84,,646240.0,502110.0,0.0,5.0,Bot,103.98,140.54,,,455117.0,,,-3.4046940729752584,-138.0781871741129,-3.1063247508042533,16.91582905589554,32.593093358089874,-26.238733385337294,3.41,1.56,11.0,105.8,-14.0,93.8,2217.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.75,0.24,0.228,0.0,1.0,0.0,0.0,2.0,33.0,3.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,139.0,-0.152,-0.914
983,126,SI,2021-10-20,94.4,0.84,5.75,"Valdez, Framber",592669.0,664285.0,,ball,,,,,13.0,"Hunter Renfroe grounds into a double play, shortstop Carlos Correa to second baseman Jose Altuve to first baseman Yuli Gurriel.   Rafael Devers to 3rd.    J.D. Martinez out at 2nd.    Hunter Renfroe out at 1st.",L,R,L,BOS,HOU,B,,,1.0,0.0,2021.0,1.07,0.33,-0.66,1.37,,646240.0,502110.0,0.0,5.0,Bot,,,,,455117.0,,,-6.242791138664253,-137.1811104489403,-6.356841475452782,14.902158344459512,31.91069838236906,-26.721611381440283,3.63,1.76,,,,93.4,2248.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.59,,,,,,,,33.0,2.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,131.0,0.0,0.18
984,130,SI,2021-10-20,93.9,1.13,5.63,"Valdez, Framber",592669.0,664285.0,,ball,,,,,13.0,"Hunter Renfroe grounds into a double play, shortstop Carlos Correa to second baseman Jose Altuve to first baseman Yuli Gurriel.   Rafael Devers to 3rd.    J.D. Martinez out at 2nd.    Hunter Renfroe out at 1st.",L,R,L,BOS,HOU,B,,,0.0,0.0,2021.0,1.26,0.36,-0.57,0.75,,646240.0,502110.0,0.0,5.0,Bot,,,,,455117.0,,,-7.15209949809741,-136.4190871329241,-7.651452616390276,17.352770037508385,29.220004277651128,-26.17310275160556,3.6,1.66,,,,93.2,2204.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.57,,,,,,,,33.0,1.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,133.0,0.0,0.079
985,135,CU,2021-10-20,81.0,0.74,5.77,"Valdez, Framber",502110.0,664285.0,hit_by_pitch,hit_by_pitch,,,,,13.0,J.D. Martinez hit by pitch.    Rafael Devers to 2nd.,L,R,L,BOS,HOU,B,,,0.0,0.0,2021.0,-1.35,-1.4,-3.2,-0.62,,,646240.0,0.0,5.0,Bot,,,,,455117.0,,,-6.1581323430332775,-117.70263134282436,-4.745341760266276,-10.846474224210116,28.021779350966288,-44.05736693964025,3.49,1.6,,,,79.5,2986.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.61,,,0.7,1.0,0.0,0.0,,32.0,1.0,Curveball,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,346.0,0.08,0.639
986,137,SI,2021-10-20,95.1,0.8,5.92,"Valdez, Framber",646240.0,664285.0,single,hit_into_play,,,,,8.0,Rafael Devers singles on a sharp ground ball to right fielder Kyle Tucker.,L,L,L,BOS,HOU,X,9.0,ground_ball,0.0,1.0,2021.0,0.93,0.72,0.14,1.85,,,,0.0,5.0,Bot,180.16,125.44,,,455117.0,,,-3.7913450090977263,-138.39417383857264,-6.594155093056846,12.815235801524205,29.172780109956246,-21.726519971115565,3.37,1.53,88.0,113.7,3.0,94.4,2227.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.73,0.617,0.562,0.9,1.0,1.0,0.0,4.0,31.0,2.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,147.0,0.055,0.441
987,142,SI,2021-10-20,94.7,0.91,5.94,"Valdez, Framber",646240.0,664285.0,,called_strike,,,,,4.0,Rafael Devers singles on a sharp ground ball to right fielder Kyle Tucker.,L,L,L,BOS,HOU,S,,,0.0,0.0,2021.0,0.81,0.61,-0.37,2.12,,,,0.0,5.0,Bot,,,,,455117.0,,,-5.079300086856137,-137.86728767169728,-5.640911245062088,11.436302313947992,29.58991479433125,-23.31769976850911,3.21,1.5,,,,93.9,2213.0,5.7,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.78,,,,,,,,31.0,1.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,153.0,0.0,-0.038
996,145,SI,2021-10-20,96.7,0.78,5.85,"Valdez, Framber",593428.0,664285.0,field_out,hit_into_play,,,,,6.0,"Xander Bogaerts grounds out sharply, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,X,4.0,ground_ball,0.0,2.0,2021.0,0.75,0.54,0.59,2.67,,,,2.0,4.0,Bot,140.84,140.16,,,455117.0,,,-2.191073814396215,-140.84664391130843,-4.193209457493615,10.497726931965015,29.834454312109298,-24.20265389719168,3.47,1.59,43.0,108.3,-2.0,96.2,2267.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.69,0.48700000000000004,0.45,0.0,1.0,0.0,0.0,4.0,27.0,3.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,140.0,-0.013000000000000001,-0.061
997,150,SI,2021-10-20,96.7,0.78,5.83,"Valdez, Framber",593428.0,664285.0,,foul,,,,,9.0,"Xander Bogaerts grounds out sharply, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,S,,,0.0,1.0,2021.0,1.1,0.46,0.51,2.11,,,,2.0,4.0,Bot,,,,,455117.0,,,-3.2130813365807414,-140.79256298162525,-5.359813433564344,15.388830874777154,33.303265053234,-25.041902187165217,3.47,1.59,1.0,55.4,-59.0,95.8,2221.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.67,,,,,,,,27.0,2.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,135.0,0.0,-0.024
998,154,SI,2021-10-20,95.3,0.85,5.78,"Valdez, Framber",593428.0,664285.0,,called_strike,,,,,5.0,"Xander Bogaerts grounds out sharply, second baseman Jose Altuve to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,S,,,0.0,0.0,2021.0,0.98,0.54,0.21,2.53,,,,2.0,4.0,Bot,,,,,455117.0,,,-3.866183871771228,-138.72579611487726,-4.093259127481892,13.480312871854824,31.640335629428844,-24.460818788099488,3.56,1.62,,,,94.7,2271.0,6.0,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.54,,,,,,,,27.0,1.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,138.0,0.0,-0.018000000000000002
999,156,SI,2021-10-20,95.2,0.82,5.86,"Valdez, Framber",656941.0,664285.0,field_out,hit_into_play,,,,,8.0,"Kyle Schwarber grounds out, first baseman Yuli Gurriel to pitcher Framber Valdez.",L,L,L,BOS,HOU,X,3.0,ground_ball,2.0,1.0,2021.0,0.96,0.49,0.02,1.53,,,,1.0,4.0,Bot,149.63,162.12,,,455117.0,,,-4.232166642002405,-138.42768125315268,-6.775482135851778,13.288448497575828,30.865238852331384,-24.518929821857533,3.37,1.53,2.0,85.9,-31.0,94.5,2161.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.59,0.063,0.057,0.0,1.0,0.0,0.0,2.0,26.0,4.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,142.0,-0.022000000000000002,-0.195
1000,162,SI,2021-10-20,94.7,0.89,5.93,"Valdez, Framber",656941.0,664285.0,,ball,,,,,12.0,"Kyle Schwarber grounds out, first baseman Yuli Gurriel to pitcher Framber Valdez.",L,L,L,BOS,HOU,B,,,1.0,1.0,2021.0,0.63,0.93,0.34,4.23,,,,1.0,4.0,Bot,,,,,455117.0,,,-2.807067109211523,-137.95919414782009,-0.8230467343017964,8.699219858955434,31.904719528049487,-20.35004403358695,3.49,1.74,,,,94.0,2249.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.61,,,,,,,,26.0,3.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,158.0,0.0,0.038
1001,165,CU,2021-10-20,78.3,1.04,5.73,"Valdez, Framber",656941.0,664285.0,,ball,,,,,13.0,"Kyle Schwarber grounds out, first baseman Yuli Gurriel to pitcher Framber Valdez.",L,L,L,BOS,HOU,B,,,0.0,1.0,2021.0,-0.85,-1.41,-0.77,1.02,,,,1.0,4.0,Bot,,,,,455117.0,,,-2.3061493917331912,-113.99596552160341,-0.6161770535433367,-6.845625243298232,24.111767742257694,-44.4284615025673,3.24,1.71,,,,77.3,2912.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.61,,,,,,,,26.0,2.0,Curveball,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,321.0,0.0,0.021
1002,170,CU,2021-10-20,78.4,1.06,5.67,"Valdez, Framber",656941.0,664285.0,,called_strike,,,,,13.0,"Kyle Schwarber grounds out, first baseman Yuli Gurriel to pitcher Framber Valdez.",L,L,L,BOS,HOU,S,,,0.0,0.0,2021.0,-0.96,-1.14,-0.79,1.39,,,,1.0,4.0,Bot,,,,,455117.0,,,-2.19415791816525,-114.06350842617951,-0.2353665201617361,-7.908261015576558,23.001910389239544,-42.217717849529855,3.53,1.73,,,,77.5,2823.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.63,,,,,,,,26.0,1.0,Curveball,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,332.0,0.0,-0.027000000000000003
1003,173,SI,2021-10-20,94.1,0.9,5.8,"Valdez, Framber",571771.0,664285.0,field_out,hit_into_play,,,,,8.0,"Enrique Hernandez grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,X,5.0,ground_ball,2.0,0.0,2021.0,0.77,0.51,0.06,1.61,,,,0.0,4.0,Bot,87.55,157.34,,,455117.0,,,-3.8409378496164592,-136.93502302336003,-6.215208202572264,10.556122310412084,30.34344535640129,-24.595314142230247,3.32,1.51,3.0,98.8,-26.0,92.9,2139.0,5.6,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.93,0.073,0.066,0.0,1.0,0.0,0.0,2.0,25.0,3.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,135.0,-0.03,-0.349
1004,177,SI,2021-10-20,94.8,0.92,5.86,"Valdez, Framber",571771.0,664285.0,,ball,,,,,14.0,"Enrique Hernandez grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,B,,,1.0,0.0,2021.0,0.82,0.5,1.15,2.3,,,,0.0,4.0,Bot,,,,,455117.0,,,-1.2247753023614534,-138.0336531357812,-4.731782890758124,10.790608072341923,30.72363977086093,-24.921800875645687,3.3,1.67,,,,94.1,2184.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.68,,,,,,,,25.0,2.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,142.0,0.0,0.07
1005,186,CU,2021-10-20,79.2,1.02,5.75,"Valdez, Framber",571771.0,664285.0,,ball,,,,,13.0,"Enrique Hernandez grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,B,,,0.0,0.0,2021.0,-0.97,-1.39,-0.94,1.43,,,,0.0,4.0,Bot,,,,,455117.0,,,-2.425885247546637,-115.1734678629008,0.07642181723134045,-7.96462616373326,25.34845052401949,-44.64784375093276,3.29,1.66,,,,77.7,2912.0,5.7,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.79,,,,,,,,25.0,1.0,Curveball,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,333.0,0.0,0.038
1031,189,CU,2021-10-20,79.6,0.97,5.69,"Valdez, Framber",543877.0,664285.0,strikeout,foul_tip,,,,,8.0,Christian Vazquez strikes out on a foul tip.,L,R,L,BOS,HOU,S,2.0,,1.0,2.0,2021.0,-1.11,-1.29,-0.05,1.38,,,,2.0,3.0,Bot,,,,,455117.0,,,-0.1533697847164594,-115.79931359633288,-0.21731816728399167,-9.86918311956141,24.388317164467715,-43.882260651879406,3.29,1.49,,,,78.6,2950.0,5.9,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.58,,,0.0,1.0,0.0,0.0,,19.0,4.0,Curveball,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,313.0,-0.013000000000000001,-0.073
1032,194,SI,2021-10-20,96.4,0.8,5.86,"Valdez, Framber",543877.0,664285.0,,ball,,,,,12.0,Christian Vazquez strikes out on a foul tip.,L,R,L,BOS,HOU,B,,,0.0,2.0,2021.0,1.1,0.77,1.05,3.62,,,,2.0,3.0,Bot,,,,,455117.0,,,-1.8158704826585093,-140.47162954981326,-2.1468842655935125,15.040209739628368,31.45445716211323,-21.706319363981734,3.36,1.78,,,,95.6,2092.0,5.7,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.76,,,,,,,,19.0,3.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,146.0,0.0,0.011000000000000001
1033,200,SI,2021-10-20,95.4,0.81,5.81,"Valdez, Framber",543877.0,664285.0,,called_strike,,,,,3.0,Christian Vazquez strikes out on a foul tip.,L,R,L,BOS,HOU,S,,,0.0,1.0,2021.0,0.77,0.61,0.35,2.86,,,,2.0,3.0,Bot,,,,,455117.0,,,-2.8939903543477223,-138.90997335326472,-3.472058998091098,10.594002564511596,29.985004221944184,-23.722474156722864,3.33,1.64,,,,94.6,2195.0,5.7,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.78,,,,,,,,19.0,2.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,145.0,0.0,-0.024
1034,206,SI,2021-10-20,94.4,0.97,5.81,"Valdez, Framber",543877.0,664285.0,,swinging_strike,,,,,13.0,Christian Vazquez strikes out on a foul tip.,L,R,L,BOS,HOU,S,,,0.0,0.0,2021.0,0.95,0.19,-0.84,1.34,,,,2.0,3.0,Bot,,,,,455117.0,,,-6.771791372478683,-137.23295842731733,-6.339185726276572,13.450739471476085,29.552925427627077,-28.549545404395342,3.29,1.49,,,,94.0,2175.0,6.0,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.48,,,,,,,,19.0,1.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,132.0,0.0,-0.018000000000000002
1035,211,CU,2021-10-20,79.1,0.98,5.71,"Valdez, Framber",624414.0,664285.0,field_out,hit_into_play,,,,,5.0,"Christian Arroyo grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,X,5.0,ground_ball,1.0,1.0,2021.0,-0.93,-1.3,-0.07,2.48,,,,1.0,3.0,Bot,86.6,150.03,,,455117.0,,,-0.5559412777068485,-115.12359720880023,2.205228157740506,-8.067625473389066,23.246492901174587,-44.36008869314474,3.41,1.56,8.0,95.7,-18.0,78.1,2613.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.72,0.12,0.10800000000000001,0.0,1.0,0.0,0.0,2.0,18.0,3.0,Curveball,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,333.0,-0.019,-0.157
1036,216,SI,2021-10-20,95.3,0.85,5.94,"Valdez, Framber",624414.0,664285.0,,ball,,,,,12.0,"Christian Arroyo grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,B,,,0.0,1.0,2021.0,0.71,0.41,0.93,3.32,,,,1.0,3.0,Bot,,,,,455117.0,,,-1.3426569916795623,-138.92956021856708,-2.2123657322998844,9.464245101367043,28.91175279734015,-26.59236094350958,3.51,1.66,,,,94.8,2109.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.73,,,,,,,,18.0,2.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,141.0,0.0,0.021
1037,220,SI,2021-10-20,94.7,0.88,5.97,"Valdez, Framber",624414.0,664285.0,,foul,,,,,2.0,"Christian Arroyo grounds out, third baseman Alex Bregman to first baseman Yuli Gurriel.",L,R,L,BOS,HOU,S,,,0.0,0.0,2021.0,0.85,0.4,0.06,3.51,,,,1.0,3.0,Bot,,,,,455117.0,,,-3.9930550633552166,-137.8812536194965,-1.6545167627562931,11.695251343622608,29.589541060199267,-26.913952970488747,3.41,1.56,239.0,78.8,47.0,94.0,2150.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.73,,,,,,,,18.0,1.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Standard,Standard,140.0,0.0,-0.027000000000000003
1038,225,SI,2021-10-20,96.0,0.77,5.9,"Valdez, Framber",657077.0,664285.0,field_out,hit_into_play,,,,,9.0,Alex Verdugo grounds out sharply to first baseman Yuli Gurriel.,L,L,L,BOS,HOU,X,3.0,ground_ball,1.0,2.0,2021.0,1.08,0.4,0.57,1.75,,,,0.0,3.0,Bot,168.84,161.01,,,455117.0,,,-2.943314495279717,-139.81627453522114,-6.295873704087932,14.829931776211534,30.57340591973556,-25.706303072075983,3.37,1.53,4.0,107.7,-24.0,95.3,2044.0,5.8,660900.0,664285.0,455117.0,493329.0,514888.0,608324.0,621043.0,488726.0,642350.0,663656.0,54.74,0.14300000000000002,0.129,0.0,1.0,0.0,0.0,2.0,17.0,6.0,Sinker,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,Infield shift,Standard,143.0,-0.027000000000000003,-0.17300000000000001
