,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
66,CH,2023-08-19,89.8,-2.19,5.9,"Cole, Gerrit",680776,543037,,foul,,,,,4,Jarren Duran singles on a line drive to center fielder Harrison Bader.   Adam Duvall to 3rd.    Jarren Duran to 2nd.,R,L,R,NYY,BOS,S,,,2,2,2023,-1.23,0.64,-0.7,2.4,,,594807.0,0,2,Top,,,,,666163,,,6.318644767019973,-130.71518574823185,-4.100121507378487,-15.461819610518113,24.64945444856418,-24.17554238908491,3.41,1.71,1.0,67.8,-60.0,90.4,1705,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.11,,,,,,,,9,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,231,0.0,0.0
67,FF,2023-08-19,97.9,-2.24,6.07,"Cole, Gerrit",680776,543037,,ball,,,,,11,Jarren Duran singles on a line drive to center fielder Harrison Bader.   Adam Duvall to 3rd.    Jarren Duran to 2nd.,R,L,R,NYY,BOS,B,,,1,2,2023,-0.66,1.5,-0.89,2.82,,,594807.0,0,2,Top,,,,,666163,,,5.191429367843749,-142.3041439370838,-6.708645495639354,-10.238439751447542,34.167668627763376,-10.389415941752981,3.38,1.55,,,,97.7,2418,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.15,,,,,,,,9,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207,0.0,0.068
68,FF,2023-08-19,96.7,-2.1,6.12,"Cole, Gerrit",680776,543037,,swinging_strike,,,,,1,Jarren Duran singles on a line drive to center fielder Harrison Bader.   Adam Duvall to 3rd.    Jarren Duran to 2nd.,R,L,R,NYY,BOS,S,,,1,1,2023,-0.66,1.48,-0.8,3.2,,,594807.0,0,2,Top,,,,,666163,,,4.958550394506501,-140.6536532799253,-5.603846868075104,-9.853949764015091,31.278257547861823,-11.507992072941885,3.41,1.71,,,,96.9,2430,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.14,,,,,,,,9,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0.0,-0.087
69,FF,2023-08-19,96.8,-2.24,6.07,"Cole, Gerrit",680776,543037,,ball,,,,,11,Jarren Duran singles on a line drive to center fielder Harrison Bader.   Adam Duvall to 3rd.    Jarren Duran to 2nd.,R,L,R,NYY,BOS,B,,,0,1,2023,-0.52,1.49,0.0,4.7,,,594807.0,0,2,Top,,,,,666163,,,7.1346205046502025,-140.8141592419777,-1.4890029875129678,-8.537142838165156,33.05592663868354,-12.223525655697674,3.41,1.61,,,,96.5,2463,6.2,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.3,,,,,,,,9,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.0,0.04
70,KC,2023-08-19,83.7,-2.25,6.11,"Cole, Gerrit",680776,543037,,foul,,,,,6,Jarren Duran singles on a line drive to center fielder Harrison Bader.   Adam Duvall to 3rd.    Jarren Duran to 2nd.,R,L,R,NYY,BOS,S,,,0,0,2023,1.04,-0.83,0.68,2.82,,,594807.0,0,2,Top,,,,,666163,,,4.7251312855325756,-121.78358459662674,0.4919614635033023,9.366516743170244,24.741472090167154,-40.74530839597436,3.41,1.71,3.0,,-44.0,83.8,2915,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.07,,,,,,,,9,1,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,43,0.0,-0.055
71,FC,2023-08-19,92.9,-2.17,6.08,"Cole, Gerrit",594807,543037,single,hit_into_play,,,,,2,Adam Duvall singles on a line drive to left fielder Greg Allen.,R,R,R,NYY,BOS,X,7.0,line_drive,1,1,2023,0.25,0.92,0.19,3.06,,,,0,2,Top,49.89,113.11,,,666163,,,5.486557534635698,-135.3016275412474,-4.022473137352692,2.002330266760726,26.211994937835822,-20.15640584829564,3.26,1.56,214.0,85.2,19.0,93.2,2581,6.1,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.36,0.8029999999999999,0.762,0.9,1.0,1.0,0.0,4.0,8,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,189,-0.038,0.397
72,FF,2023-08-19,95.6,-1.93,6.09,"Cole, Gerrit",594807,543037,,ball,,,,,12,Adam Duvall singles on a line drive to left fielder Greg Allen.,R,R,R,NYY,BOS,B,,,0,1,2023,-0.65,1.37,1.33,2.94,,,,0,2,Top,,,,,666163,,,10.009139642333428,-138.71426093348472,-5.681825732931193,-10.751317282925923,32.74576173972212,-13.36720607060957,3.23,1.56,,,,94.9,2475,6.2,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.33,,,,,,,,8,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.0,0.027999999999999997
73,FF,2023-08-19,95.8,-2.08,6.09,"Cole, Gerrit",594807,543037,,called_strike,,,,,5,Adam Duvall singles on a line drive to left fielder Greg Allen.,R,R,R,NYY,BOS,S,,,0,0,2023,-0.76,1.48,-0.18,2.43,,,,0,2,Top,,,,,666163,,,6.742686679628923,-139.19940421570854,-7.38867330661479,-11.384644841521986,30.671701418944874,-11.477817150510244,3.26,1.48,,,,95.7,2484,6.3,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.2,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210,0.0,-0.038
74,FC,2023-08-19,93.2,-2.48,6.0,"Cole, Gerrit",807799,543037,field_out,hit_into_play,,,,,2,Masataka Yoshida flies out to right fielder Aaron Judge.,R,L,R,NYY,BOS,X,9.0,fly_ball,0,1,2023,0.43,1.02,0.09,3.07,,,646240.0,2,1,Top,147.56,91.34,,,666163,,,5.614748001921818,-135.6069743156809,-4.001859268505416,4.0687789709002375,29.67464696039928,-18.85975283766853,3.31,1.46,274.0,79.6,37.0,92.9,2732,6.1,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.39,0.034,0.043,0.0,1.0,0.0,0.0,3.0,4,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,189,0.022000000000000002,-0.201
75,FF,2023-08-19,97.0,-2.19,6.09,"Cole, Gerrit",807799,543037,,called_strike,,,,,8,Masataka Yoshida flies out to right fielder Aaron Judge.,R,L,R,NYY,BOS,S,,,0,0,2023,-0.66,1.62,-0.12,1.54,,,646240.0,2,1,Top,,,,,666163,,,7.0444369881299105,-140.7074675700559,-10.255348767180745,-10.479242143456249,34.87176125001924,-8.368450149349387,3.15,1.33,,,,96.5,2429,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.12,,,,,,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208,0.0,-0.040999999999999995
76,FF,2023-08-19,98.5,-2.13,6.03,"Cole, Gerrit",457759,543037,field_out,hit_into_play,,,,,2,Justin Turner flies out to right fielder Aaron Judge.,R,R,R,NYY,BOS,X,9.0,fly_ball,3,2,2023,-0.69,1.73,0.2,2.93,,,646240.0,1,1,Top,182.03,80.4,,,666163,,,7.921638466497847,-142.9775824656755,-6.8732238550917355,-11.509909652371359,37.666067757972975,-7.015774201263282,3.4,1.54,324.0,90.9,34.0,97.8,2521,6.3,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.16,0.043,0.055999999999999994,0.0,1.0,0.0,0.0,3.0,3,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0.027999999999999997,-0.375
77,FF,2023-08-19,97.5,-2.06,6.11,"Cole, Gerrit",457759,543037,,foul,,,,,1,Justin Turner flies out to right fielder Aaron Judge.,R,R,R,NYY,BOS,S,,,3,1,2023,-0.59,1.55,-0.43,2.87,,,646240.0,1,1,Top,,,,,666163,,,5.734172723574755,-141.8127340403139,-6.778367381487465,-9.239161457705091,32.51799347362825,-9.908305120625958,3.4,1.54,102.0,76.6,74.0,97.6,2528,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.12,,,,,,,,3,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206,0.0,-0.07
78,SL,2023-08-19,89.7,-2.18,5.93,"Cole, Gerrit",457759,543037,,ball,,,,,14,Justin Turner flies out to right fielder Aaron Judge.,R,R,R,NYY,BOS,B,,,2,1,2023,0.5,0.11,1.38,0.99,,,646240.0,1,1,Top,,,,,666163,,,7.742326825114454,-130.4110267869092,-6.506340591739942,4.297351185965454,24.830211804701122,-29.83611898952933,3.24,1.41,,,,90.1,2643,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.13,,,,,,,,3,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,128,0.0,0.113
79,FC,2023-08-19,93.3,-2.32,6.01,"Cole, Gerrit",457759,543037,,called_strike,,,,,9,Justin Turner flies out to right fielder Aaron Judge.,R,R,R,NYY,BOS,S,,,2,0,2023,0.37,1.04,0.38,1.88,,,646240.0,1,1,Top,,,,,666163,,,6.1209425420881125,-135.7117219735093,-7.201533912881413,3.3508996723841618,28.493089835785213,-17.89144007081278,3.22,1.44,,,,93.6,2562,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.11,,,,,,,,3,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192,0.0,-0.07
80,FF,2023-08-19,97.2,-2.05,6.11,"Cole, Gerrit",457759,543037,,ball,,,,,14,Justin Turner flies out to right fielder Aaron Judge.,R,R,R,NYY,BOS,B,,,1,0,2023,-0.71,1.5,1.28,2.24,,,646240.0,1,1,Top,,,,,666163,,,10.555977899590893,-140.866113024833,-8.227134693461924,-12.012994062722964,34.22239983997378,-10.357471526871873,3.24,1.41,,,,96.8,2479,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.06,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210,0.0,0.059000000000000004
81,FF,2023-08-19,97.3,-2.31,6.02,"Cole, Gerrit",457759,543037,,ball,,,,,11,Justin Turner flies out to right fielder Aaron Judge.,R,R,R,NYY,BOS,B,,,0,0,2023,-0.76,1.32,-1.29,3.24,,,646240.0,1,1,Top,,,,,666163,,,4.4584798094895115,-141.59611202214901,-4.9621194102496675,-11.210207087938759,33.445319612039036,-13.460748546695681,3.3,1.44,,,,97.4,2426,6.4,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.08,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214,0.0,0.04
82,SL,2023-08-19,91.2,-2.33,6.03,"Cole, Gerrit",646240,543037,single,hit_into_play,,,,,8,"Rafael Devers singles on a ground ball to right fielder Aaron Judge, deflected by shortstop Anthony Volpe.",R,L,R,NYY,BOS,X,6.0,ground_ball,1,1,2023,0.45,0.5,-0.08,2.09,,,,1,1,Top,145.43,118.98,,,666163,,,4.664895396188107,-132.79870735625852,-5.093772918959719,4.408763296030108,27.749163487791524,-25.348230162547587,3.44,1.59,61.0,101.9,1.0,90.7,2535,5.9,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.6,0.451,0.419,0.9,1.0,1.0,0.0,4.0,2,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,189,-0.025,0.27
83,KC,2023-08-19,82.0,-2.1,6.16,"Cole, Gerrit",646240,543037,,called_strike,,,,,8,"Rafael Devers singles on a ground ball to right fielder Aaron Judge, deflected by shortstop Anthony Volpe.",R,L,R,NYY,BOS,S,,,1,0,2023,0.67,-1.29,-0.16,1.82,,,,1,1,Top,,,,,666163,,,3.0769383841479456,-119.27062615800342,-0.6882292566426048,5.693538181176463,25.68381326585433,-44.45951208728569,3.36,1.46,,,,81.5,2944,6.2,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.28,,,,,,,,2,2,Knuckle Curve,0,0,0,0,0,0,0,0,Strategic,Standard,42,0.0,-0.033
84,FF,2023-08-19,97.2,-2.12,6.17,"Cole, Gerrit",646240,543037,,ball,,,,,11,"Rafael Devers singles on a ground ball to right fielder Aaron Judge, deflected by shortstop Anthony Volpe.",R,L,R,NYY,BOS,B,,,0,0,2023,-0.51,1.18,-0.24,4.15,,,,1,1,Top,,,,,666163,,,6.159258559476943,-141.5280594064374,-2.5901873112691702,-8.299768839520176,32.22165336614645,-15.921299022121069,3.23,1.41,,,,96.8,2311,6.0,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.5,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,211,0.0,0.026000000000000002
85,FF,2023-08-19,95.6,-2.02,6.24,"Cole, Gerrit",657077,543037,field_out,hit_into_play,,,,,11,Alex Verdugo pops out to shortstop Anthony Volpe.,R,L,R,NYY,BOS,X,6.0,popup,0,0,2023,-0.34,1.45,-0.04,3.88,,,,0,1,Top,141.33,137.26,,,666163,,,5.946328436693612,-139.08190709187497,-3.812435565488041,-5.783383461685832,32.864145720581995,-12.756130297338602,3.52,1.57,164.0,88.8,62.0,94.9,2400,6.0,716943,543037,666163,518934,650402,643396,683011,656185,664056,592450,54.46,0.013999999999999999,0.016,0.0,1.0,0.0,0.0,3.0,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,206,0.022000000000000002,-0.23600000000000002
