,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
418,FC,2023-07-22,91.8,-2.04,5.94,"Cole, Gerrit",521692,543037,,ball,,,,,14,Salvador Perez flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,B,,,1,0,2023,0.41,1.06,1.85,2.06,,,,0,6,Top,,,,,666163,,,8.958459123816382,-133.47995732903772,-6.330023029373419,3.200390386460473,26.194510575990392,-18.256388614539578,3.79,1.75,,,,92.2,2545,6.4,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.12,,,,,,,,39,2,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,190,0.0,0.063
419,SL,2023-07-22,88.3,-2.15,5.94,"Cole, Gerrit",521692,543037,,ball,,,,,14,Salvador Perez flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,B,,,0,0,2023,0.42,0.21,1.55,1.59,,,,0,6,Top,,,,,666163,,,8.138934014674607,-128.43265176641705,-4.992948365770705,3.082903518053876,24.65666305852877,-29.035396222218953,3.74,1.62,,,,88.6,2422,6.3,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.18,,,,,,,,39,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard,96,0.0,0.037000000000000005
420,FF,2023-07-22,98.5,-2.14,5.95,"Cole, Gerrit",677951,543037,field_out,hit_into_play,,,,,8,Bobby Witt Jr.  flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,X,9.0,fly_ball,3,2,2023,-0.96,1.47,0.05,2.08,,668472.0,672580.0,2,5,Top,189.21,134.41,,,666163,,,8.20202908850834,-143.09138347595874,-8.503000591580873,-15.096583361732714,31.668415440869733,-10.18345556467776,3.55,1.69,225.0,89.2,54.0,99.0,2586,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.95,0.017,0.018000000000000002,0.0,1.0,0.0,0.0,3.0,35,6,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,212,0.057999999999999996,-0.488
421,FC,2023-07-22,91.3,-2.27,5.89,"Cole, Gerrit",677951,543037,,blocked_ball,,,,,14,Bobby Witt Jr.  flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,B,,,2,2,2023,0.23,0.32,1.91,0.07,,668472.0,672580.0,2,5,Top,,,,,666163,,,10.030703402262802,-132.4093268183143,-9.467446608007736,0.7381675680324431,26.762217168821067,-26.60394532597831,3.55,1.7,,,,91.6,2745,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.0,,,,,,,,35,5,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,159,0.0,0.098
422,FF,2023-07-22,97.5,-2.24,5.82,"Cole, Gerrit",677951,543037,,called_strike,,,,,14,Bobby Witt Jr.  flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,S,,,2,1,2023,-0.7,1.49,0.99,1.96,,668472.0,672580.0,2,5,Top,,,,,666163,,,10.325233889429127,-141.42710546724638,-8.313734660613672,-11.667601924712253,31.837576407788294,-10.342871744626251,3.6,1.65,,,,97.8,2529,6.6,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.88,,,,,,,,35,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,210,0.0,-0.08199999999999999
423,FC,2023-07-22,93.1,-2.35,5.89,"Cole, Gerrit",677951,543037,,ball,,,,,14,Bobby Witt Jr.  flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,B,,,1,1,2023,0.23,0.93,2.04,2.24,,668472.0,672580.0,2,5,Top,,,,,666163,,,10.804510856512918,-135.22175367661274,-5.687226565729036,0.6841816422137155,27.098606325816966,-19.644958229020734,3.55,1.83,,,,93.7,2566,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.95,,,,,,,,35,3,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,198,0.0,0.03
424,FC,2023-07-22,94.5,-2.27,5.9,"Cole, Gerrit",677951,543037,,swinging_strike,,,,,14,Bobby Witt Jr.  flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,S,,,1,0,2023,0.22,0.97,0.92,2.16,,668472.0,672580.0,2,5,Top,,,,,666163,,,7.854080715634334,-137.35599405425103,-6.290307206369895,1.239811258506696,28.07946045311759,-18.641996378338163,3.55,1.69,,,,95.2,2656,6.6,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.91,,,,,,,,35,2,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,194,0.0,-0.078
425,FC,2023-07-22,90.7,-2.29,5.87,"Cole, Gerrit",677951,543037,,blocked_ball,,,,,14,Bobby Witt Jr.  flies out to right fielder Franchy Cordero.,R,R,R,NYY,KC,B,,,0,0,2023,0.29,0.36,2.01,-0.03,,668472.0,672580.0,2,5,Top,,,,,666163,,,10.159214690501564,-131.5442291218222,-9.68627562788937,1.5232216813052513,24.445066374253845,-26.18465541183461,3.55,1.67,,,,91.4,2756,6.6,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.91,,,,,,,,35,1,Cutter,2,2,2,2,2,2,2,2,Standard,Standard,142,0.0,0.05
426,FF,2023-07-22,97.3,-2.24,5.92,"Cole, Gerrit",672580,543037,single,hit_into_play,,,,,8,Maikel Garcia singles on a ground ball to center fielder Billy McKinney.   Edward Olivares scores.    Nick Pratto to 2nd.,R,R,R,NYY,KC,X,8.0,ground_ball,0,0,2023,-0.97,1.43,-0.12,1.88,658668.0,,668472.0,2,5,Top,134.45,97.25,,,666163,,,7.9457985972976335,-141.2927120257356,-8.637082796007752,-14.77173133414769,33.08862282680145,-11.124082117219887,3.48,1.7,93.0,103.8,4.0,97.6,2466,6.7,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.84,0.583,0.529,0.9,1.0,1.0,0.0,4.0,34,1,4-Seam Fastball,2,1,1,2,2,2,2,2,Standard,Standard,209,-0.13699999999999998,0.995
427,FF,2023-07-22,98.6,-2.3,5.95,"Cole, Gerrit",664728,543037,strikeout,foul_tip,,,,,11,Kyle Isbel strikes out on a foul tip.,R,L,R,NYY,KC,S,2.0,,0,2,2023,-0.95,1.43,-0.25,3.75,658668.0,,668472.0,1,5,Top,,,,,666163,,,7.778093390684417,-143.39431178087446,-3.9024623686966207,-14.828796413157587,30.785733648954054,-11.632216433665153,3.33,1.59,,,,99.0,2493,6.4,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.1,,,0.0,1.0,0.0,0.0,,33,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,213,0.092,-0.444
428,FF,2023-07-22,95.2,-2.29,5.86,"Cole, Gerrit",664728,543037,,foul,,,,,12,Kyle Isbel strikes out on a foul tip.,R,L,R,NYY,KC,S,,,0,1,2023,-0.17,1.25,1.24,2.77,658668.0,,668472.0,1,5,Top,,,,,666163,,,9.698808799941819,-138.28293474726266,-5.308548857031167,-4.2332934445270505,29.054539306666843,-15.072232098802516,3.33,1.59,6.0,108.3,-22.0,95.8,2596,6.6,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.9,,,,,,,,33,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,208,0.0,-0.11800000000000001
429,FF,2023-07-22,95.6,-2.55,6.02,"Cole, Gerrit",664728,543037,,bunt_foul_tip,,,,,11,Kyle Isbel strikes out on a foul tip.,R,L,R,NYY,KC,S,,,0,0,2023,-0.92,1.45,-0.92,3.47,658668.0,,668472.0,1,5,Top,,,,,666163,,,6.3990677840273165,-139.02138797120458,-4.311403136409196,-13.433404309617686,32.645062670010404,-12.647879406020586,3.33,1.59,134.0,,,95.4,2518,6.3,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.17,,,,,,,,33,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,219,0.0,-0.075
430,FF,2023-07-22,98.8,-2.36,5.94,"Cole, Gerrit",671221,543037,strikeout,swinging_strike,,,,,4,Drew Waters strikes out swinging.,R,L,R,NYY,KC,S,2.0,,2,2,2023,-0.91,1.41,-0.7,2.54,658668.0,,668472.0,0,5,Top,,,,,666163,,,6.673153330647186,-143.5387880511358,-7.119391547091025,-14.082270640930664,34.07608557659671,-11.266422125553591,3.52,1.65,,,,99.2,2575,6.6,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.87,,,0.0,1.0,0.0,0.0,,32,7,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,212,0.085,-0.5329999999999999
431,FF,2023-07-22,98.9,-2.44,5.83,"Cole, Gerrit",671221,543037,,foul,,,,,2,Drew Waters strikes out swinging.,R,L,R,NYY,KC,S,,,2,2,2023,-1.05,1.37,0.15,3.07,658668.0,,668472.0,0,5,Top,,,,,666163,,,9.539882724478169,-143.76926574236998,-5.323835769255153,-16.716113496065017,31.23746714772084,-12.024924950142825,3.52,1.65,378.0,109.7,34.0,99.5,2516,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.98,,,,,,,,32,6,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,214,0.0,0.0
432,FC,2023-07-22,94.2,-2.43,5.86,"Cole, Gerrit",671221,543037,,blocked_ball,,,,,14,Drew Waters strikes out swinging.,R,L,R,NYY,KC,B,,,1,2,2023,0.16,0.66,1.62,1.41,658668.0,,668472.0,0,5,Top,,,,,666163,,,10.180076304966432,-136.8455015873415,-7.381546242165947,0.09984060137403523,26.58458265970105,-22.495011562757963,3.52,1.83,,,,94.9,2691,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.0,,,,,,,,32,5,Cutter,2,1,1,2,1,2,1,2,Standard,Standard,193,0.0,0.044000000000000004
433,FF,2023-07-22,98.2,-2.19,5.89,"Cole, Gerrit",671221,543037,,foul,,,,,7,Drew Waters strikes out swinging.,R,L,R,NYY,KC,S,,,1,2,2023,-0.89,1.17,-0.37,1.84,658668.0,,668472.0,0,5,Top,,,,,666163,,,6.956788823399801,-142.7047923741476,-8.231307622692203,-13.630798452824369,29.63486795639797,-14.438465096109786,3.52,1.65,155.0,85.7,9.0,98.6,2430,6.3,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.15,,,,,,,,32,4,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,209,0.0,0.0
434,SL,2023-07-22,89.4,-2.53,5.71,"Cole, Gerrit",671221,543037,,blocked_ball,,,,,14,Drew Waters strikes out swinging.,R,L,R,NYY,KC,B,,,0,2,2023,0.37,-0.04,0.89,-0.07,,658668.0,668472.0,0,5,Top,,,,,666163,,,7.6688379497189745,-129.95497158266824,-8.262640817943103,2.9285626527308404,22.582077179999533,-31.29062979519843,3.52,1.67,,,,90.1,2680,6.4,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.11,,,,,,,,32,3,Slider,2,1,1,2,1,2,1,2,Standard,Standard,87,-0.048,0.048
435,FF,2023-07-22,97.8,-2.23,5.91,"Cole, Gerrit",671221,543037,,foul,,,,,6,Drew Waters strikes out swinging.,R,L,R,NYY,KC,S,,,0,1,2023,-0.8,1.6,0.58,2.81,,658668.0,668472.0,0,5,Top,,,,,666163,,,9.430177338627876,-141.9152969087631,-6.520753757170661,-13.014999559276495,34.10462982628605,-9.278340777256027,3.52,1.65,130.0,53.7,56.0,97.7,2521,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.98,,,,,,,,32,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,211,0.0,-0.128
436,FF,2023-07-22,97.1,-2.32,5.95,"Cole, Gerrit",671221,543037,,swinging_strike,,,,,2,Drew Waters strikes out swinging.,R,L,R,NYY,KC,S,,,0,0,2023,-0.74,1.51,0.15,3.23,,658668.0,668472.0,0,5,Top,,,,,666163,,,8.352293463214696,-141.12802796365315,-5.162486568232759,-11.900699859350354,34.396079437334365,-11.04029325229137,3.52,1.65,,,,97.2,2511,6.6,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.91,,,,,,,,32,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,211,0.0,-0.087
437,FC,2023-07-22,94.6,-2.38,5.84,"Cole, Gerrit",668472,543037,walk,ball,,,,,14,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,B,,,3,2,2023,0.05,1.31,1.73,1.47,,,658668.0,0,5,Top,,,,,666163,,,10.615248976060512,-137.23537903806178,-8.670210105093464,-1.5094050057162451,28.01234043132564,-13.874347375882756,3.37,1.67,,,,95.0,2573,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.97,,,0.7,1.0,0.0,0.0,,31,8,Cutter,2,1,1,2,1,2,1,2,Standard,Standard,201,-0.077,0.46399999999999997
438,FF,2023-07-22,98.1,-2.29,5.94,"Cole, Gerrit",668472,543037,,foul,,,,,5,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,S,,,3,2,2023,-0.95,1.55,0.22,2.62,,,658668.0,0,5,Top,,,,,666163,,,9.015810269159546,-142.38611923917094,-7.058834013656488,-15.06591164890215,33.65607033225457,-9.604981734915212,3.37,1.62,145.0,71.0,22.0,98.2,2478,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.95,,,,,,,,31,7,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,215,0.0,0.0
439,FF,2023-07-22,97.1,-2.13,5.98,"Cole, Gerrit",668472,543037,,foul,,,,,2,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,S,,,3,2,2023,-0.85,1.43,-0.09,2.83,,,658668.0,0,5,Top,,,,,666163,,,7.416569626697254,-141.22503645121125,-6.208222215818318,-13.008869355383258,30.8866397289502,-11.747545499933407,3.37,1.62,204.0,70.8,41.0,97.4,2421,6.4,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.09,,,,,,,,31,6,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,211,0.0,0.0
440,FF,2023-07-22,96.3,-2.22,5.99,"Cole, Gerrit",668472,543037,,swinging_strike,,,,,5,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,S,,,3,1,2023,-0.75,1.62,-0.05,2.61,,,658668.0,0,5,Top,,,,,666163,,,7.494763428114794,-139.9566524568015,-7.118655034632206,-11.541477892096616,30.98006933707364,-9.382007261643594,3.37,1.62,,,,96.7,2370,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.95,,,,,,,,31,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,209,0.0,-0.095
441,CH,2023-07-22,89.9,-2.17,5.77,"Cole, Gerrit",668472,543037,,blocked_ball,,,,,14,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,B,,,2,1,2023,-1.2,0.69,1.09,0.06,,,658668.0,0,5,Top,,,,,666163,,,10.617268548830515,-130.28276522090596,-9.682558519181162,-15.830508653508144,25.27521701419541,-22.3891279994685,3.37,1.57,,,,90.3,1516,6.6,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.94,,,,,,,,31,4,Changeup,2,1,1,2,1,2,1,2,Standard,Standard,225,0.0,0.14800000000000002
442,FF,2023-07-22,95.8,-2.2,5.97,"Cole, Gerrit",668472,543037,,called_strike,,,,,7,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,S,,,2,0,2023,-0.98,1.37,-0.41,2.08,,,658668.0,0,5,Top,,,,,666163,,,6.946635316189308,-139.1410271695619,-7.729956327920722,-14.344013988562294,33.91430563763585,-12.751284532698069,3.47,1.73,,,,95.7,2442,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.99,,,,,,,,31,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,207,0.0,-0.083
443,FF,2023-07-22,95.8,-2.23,6.03,"Cole, Gerrit",668472,543037,,ball,,,,,11,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,B,,,1,0,2023,-0.85,1.62,-0.53,3.83,,,658668.0,0,5,Top,,,,,666163,,,6.435069236332527,-139.1971559492479,-3.80187688956572,-12.545819413134632,34.99443030125945,-10.551141495083328,3.5,1.67,,,,95.4,2458,6.4,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.07,,,,,,,,31,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,216,0.0,0.08800000000000001
444,SL,2023-07-22,88.2,-2.54,5.8,"Cole, Gerrit",668472,543037,,ball,,,,,14,Nick Pratto walks.   Edward Olivares to 2nd.,R,L,R,NYY,KC,B,,,0,0,2023,0.48,0.45,0.57,1.27,,,658668.0,0,5,Top,,,,,666163,,,6.584065545354706,-128.17464804744162,-5.811861500673847,3.801597260812545,28.810655411214256,-26.09680944642869,3.47,1.7,,,,88.1,2432,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.02,,,,,,,,31,1,Slider,2,1,1,2,1,2,1,2,Standard,Standard,164,0.0,0.046
445,FF,2023-07-22,93.9,-2.12,6.02,"Cole, Gerrit",658668,543037,single,hit_into_play,,,,,5,Edward Olivares singles on a ground ball to left fielder Oswaldo Cabrera.,R,R,R,NYY,KC,X,7.0,ground_ball,0,0,2023,-0.65,1.35,-0.12,2.92,,,,0,5,Top,89.17,131.41,,,666163,,,6.627984061867981,-136.61799528550216,-5.3256984617093535,-9.505924388608141,27.542914674514872,-14.280577187720766,3.62,1.75,40.0,102.9,-2.0,94.5,2409,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.04,0.369,0.337,0.9,1.0,1.0,0.0,4.0,30,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,209,-0.052000000000000005,0.386
446,FF,2023-07-22,97.6,-2.46,5.93,"Cole, Gerrit",686681,543037,field_out,hit_into_play,,,,,1,"Michael Massey grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,KC,X,6.0,ground_ball,1,2,2023,-1.04,1.04,-0.82,3.05,,,669004.0,2,4,Top,114.15,153.18,,,666163,,,6.84960575580081,-142.11640631349414,-4.7688816860584415,-15.503857799948161,26.213899791497322,-17.099083054558587,3.5,1.65,28.0,97.2,-4.0,98.9,2417,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.95,0.32899999999999996,0.316,0.0,1.0,0.0,0.0,2.0,26,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,214,0.028999999999999998,-0.172
447,SL,2023-07-22,87.8,-2.55,5.62,"Cole, Gerrit",686681,543037,,ball,,,,,14,"Michael Massey grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,KC,B,,,0,2,2023,0.31,0.19,1.38,1.09,,,669004.0,2,4,Top,,,,,666163,,,8.887623609594518,-127.61473042011112,-5.2994778785812935,1.822151086094748,23.646156206288342,-29.205949785636648,3.5,1.67,,,,88.3,2582,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.04,,,,,,,,26,4,Slider,2,1,1,2,1,2,1,2,Strategic,Standard,63,0.0,0.015
448,FF,2023-07-22,98.0,-2.31,6.0,"Cole, Gerrit",686681,543037,,foul,,,,,6,"Michael Massey grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,KC,S,,,0,2,2023,-0.76,1.49,0.59,2.72,,,669004.0,2,4,Top,,,,,666163,,,9.584781984591457,-142.313282720395,-6.792228073172053,-12.554516064589848,33.936187599673126,-10.568777891370004,3.5,1.65,246.0,76.5,52.0,97.9,2456,6.4,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.06,,,,,,,,26,3,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,216,0.0,0.0
449,FF,2023-07-22,96.3,-2.25,6.02,"Cole, Gerrit",686681,543037,,swinging_strike,,,,,3,"Michael Massey grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,KC,S,,,0,1,2023,-0.84,1.43,0.36,3.25,,,669004.0,2,4,Top,,,,,666163,,,8.839710852607961,-139.93324063129378,-5.005549909015574,-13.033292128348606,32.354176070796,-12.416270035842686,3.5,1.65,,,,96.5,2453,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,53.96,,,,,,,,26,2,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,208,0.0,-0.044000000000000004
450,FF,2023-07-22,96.4,-2.16,6.07,"Cole, Gerrit",686681,543037,,swinging_strike,,,,,5,"Michael Massey grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,KC,S,,,0,0,2023,-0.83,1.45,-0.24,2.72,,,669004.0,2,4,Top,,,,,666163,,,6.967364580673974,-140.16225751415155,-6.610867194789077,-12.484765517494061,31.15605537998809,-11.717490757422073,3.5,1.65,,,,96.2,2451,6.2,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.33,,,,,,,,26,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,214,0.0,-0.040999999999999995
451,FF,2023-07-22,96.1,-2.18,5.98,"Cole, Gerrit",669004,543037,single,hit_into_play,,,,,5,MJ Melendez singles on a sharp line drive to right fielder Franchy Cordero.,R,L,R,NYY,KC,X,9.0,line_drive,2,1,2023,-0.76,1.38,-0.15,2.71,,,,2,4,Top,205.71,91.15,,,666163,,,7.117551063020414,-139.7621664781123,-6.229299395534537,-11.51633671144472,30.815336631488858,-12.794453078449239,3.36,1.6,330.0,105.6,21.0,96.5,2387,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.03,0.846,1.2790000000000001,0.9,1.0,1.0,0.0,6.0,25,4,4-Seam Fastball,2,1,1,2,1,2,1,2,Strategic,Standard,207,-0.016,0.114
452,CH,2023-07-22,89.2,-2.26,5.69,"Cole, Gerrit",669004,543037,,ball,,,,,13,MJ Melendez singles on a sharp line drive to right fielder Franchy Cordero.,R,L,R,NYY,KC,B,,,1,1,2023,-1.3,0.62,-1.06,1.66,,,,2,4,Top,,,,,666163,,,5.711616051318478,-129.8317128632676,-5.2714823368766,-15.888013204523707,25.17089213874841,-24.22466652861341,3.47,1.65,,,,89.8,1499,6.5,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.0,,,,,,,,25,3,Changeup,2,1,1,2,1,2,1,2,Strategic,Standard,230,0.0,0.022000000000000002
453,CH,2023-07-22,90.4,-2.27,5.72,"Cole, Gerrit",669004,543037,,ball,,,,,14,MJ Melendez singles on a sharp line drive to right fielder Franchy Cordero.,R,L,R,NYY,KC,B,,,0,1,2023,-1.51,0.84,0.42,-0.64,,,,2,4,Top,,,,,666163,,,9.881503101382672,-130.70026785515122,-11.550477828125349,-19.51044007291756,30.208260857763854,-20.0393851050875,3.52,1.7,,,,89.7,1737,6.4,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.07,,,,,,,,25,2,Changeup,2,1,1,2,1,2,1,2,Strategic,Standard,236,0.0,0.013999999999999999
454,SL,2023-07-22,88.2,-2.47,5.82,"Cole, Gerrit",669004,543037,,swinging_strike,,,,,9,MJ Melendez singles on a sharp line drive to right fielder Franchy Cordero.,R,L,R,NYY,KC,S,,,0,0,2023,0.28,0.09,0.56,1.9,,,,2,4,Top,,,,,666163,,,6.793599480523503,-128.27998835108966,-3.639333876650882,1.7197475364925356,26.18564279696545,-30.66294103005412,3.42,1.67,,,,88.2,2649,6.3,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.21,,,,,,,,25,1,Slider,2,1,1,2,1,2,1,2,Strategic,Standard,95,0.0,-0.018000000000000002
455,FC,2023-07-22,91.6,-1.98,6.03,"Cole, Gerrit",521692,543037,field_out,hit_into_play,,,,,14,"Salvador Perez grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,KC,X,6.0,ground_ball,1,2,2023,0.43,0.73,1.07,2.42,,,,1,4,Top,114.66,156.23,,,666163,,,6.750668957236644,-133.23199033781685,-4.816566730112907,3.733185765468072,27.36933853910307,-22.695630578970928,3.63,1.71,13.0,81.1,-9.0,91.6,2498,6.2,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.29,0.08900000000000001,0.08,0.0,1.0,0.0,0.0,2.0,24,4,Cutter,2,1,1,2,1,2,1,2,Standard,Standard,188,0.02,-0.12
456,SL,2023-07-22,89.0,-2.03,6.03,"Cole, Gerrit",521692,543037,,ball,,,,,14,"Salvador Perez grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,KC,B,,,0,2,2023,0.32,0.38,1.97,1.0,,,,1,4,Top,,,,,666163,,,9.1049673823289,-129.34635770403509,-7.1642243362730005,1.958687672466252,24.258830351809284,-26.62402773938953,3.76,1.7,,,,89.3,2570,6.3,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.21,,,,,,,,24,3,Slider,2,1,1,2,1,2,1,2,Standard,Standard,107,0.0,0.013000000000000001
457,SL,2023-07-22,86.3,-2.22,5.9,"Cole, Gerrit",521692,543037,,foul,,,,,6,"Salvador Perez grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,KC,S,,,0,1,2023,0.22,-0.01,0.42,2.71,,,,1,4,Top,,,,,666163,,,5.835070960516607,-125.68477689573558,-1.4010259944990613,1.284572724101821,23.11353105725725,-32.1960120039944,3.63,1.71,181.0,69.1,52.0,86.6,2731,6.3,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.25,,,,,,,,24,2,Slider,2,1,1,2,1,2,1,2,Standard,Standard,86,0.0,-0.036000000000000004
458,FF,2023-07-22,95.9,-2.14,5.97,"Cole, Gerrit",521692,543037,,foul,,,,,8,"Salvador Perez grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,KC,S,,,0,0,2023,-0.59,1.46,0.25,2.15,,,,1,4,Top,,,,,666163,,,7.635902827430601,-139.35858079701114,-7.819620439210004,-9.301299668170726,30.045315458130805,-11.485201010363808,3.63,1.71,216.0,79.6,55.0,96.0,2367,6.3,717304,543037,666163,519203,650402,518934,683011,665828,641856,614173,54.17,,,,,,,,24,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,207,0.0,-0.026000000000000002
